"","title","rating","year","id","imdbid","titleId","averageRating","numVotes"
"7388","Are You Here",3,2013,5727,"1545754","tt1545754",5.3,16063
"7389","In Fear",0,2013,5732,"2165859","tt2165859",5.4,9738
"7390","Invisible Woman, The",3,2013,5746,"1700845","tt1700845",6.1,10070
"7391","Love Punch, The",3,2013,5754,"2234261","tt2234261",5.7,14927
"7392","At Middleton",3,2013,5758,"1483324","tt1483324",6.5,8641
"7393","Machine, The",3,2013,5787,"2317225","tt2317225",6,31412
"7394","Kill for Me",3,2013,5809,"2085957","tt2085957",5.5,3679
"7395","Ashley",3,2013,5822,"2084093","tt2084093",5.5,1114
"7396","Flores Raras",3,2013,5829,"2217458","tt2217458",7,3348
"7397","Haunt",3,2013,5841,"2386278","tt2386278",5.2,8418
"7398","Remember Sunday",3,2013,5845,"2770480","tt2770480",6.9,11826
"7399","52 Tuesdays",3,2013,5849,"3100636","tt3100636",6.4,1499
"7400","Bends",3,2013,5853,"2852460","tt2852460",6,271
"7401","Princess Twins of Legendale, The",3,2013,5861,"3122122","tt3122122",5.3,124
"7402","Another Me",3,2013,5882,"1816608","tt1816608",4.6,5680
"7403","Horns",3,2013,5893,"1528071","tt1528071",6.4,84456
"7404","Barbie &amp; Her Sisters in a Pony Tale",3,2013,5895,"3321254","tt3321254",6,1065
"7405","Tale of The Princess Kaguya, The",3,2013,5896,"2576852","tt2576852",8,47574
"7406","Truth About Emanuel, The",3,2013,5903,"1838520","tt1838520",6,9459
"7407","Legends of Oz: Dorothy&#39;s Return",3,2013,5917,"0884726","tt0884726",5,6080
"7408","Future Shift",3,2013,5985,"2991316","tt2991316",NA,NA
"7409","Spectacular Now, The",2,2013,5987,"1714206","tt1714206",7.1,155118
"7410","Down River",3,2013,5989,"2202928","tt2202928",7,103
"7411","rastres de s&aacute;ndal",3,2013,5992,"3521332","tt3521332",6.6,440
"7412","Particle Fever",3,2013,6004,"1385956","tt1385956",7.4,7456
"7413","Tim&#39;s Vermeer",2,2013,6006,"3089388","tt3089388",7.8,8245
"7414","Vivian Maier Mystery, The",3,2013,6082,"3252208","tt3252208",7.9,197
"7415","What If",3,2013,6083,"1486834","tt1486834",6.8,78558
"7416","Devil&#39;s Violinist, The",3,2013,6086,"2401715","tt2401715",6,3637
"7417","Hross i oss",3,2013,6100,"3074732","tt3074732",6.8,3354
"7418","Returned, The",3,2013,6110,"2093270","tt2093270",5.9,8556
"7419","Open Road",3,2013,6130,"1922679","tt1922679",5.3,1792
"7420","Bicycling with Moli&egrave;re",2,2013,6138,"2207050","tt2207050",6.6,3015
"7421","Young Detective Dee: Rise of the Sea Dragon",2,2013,6142,"2992146","tt2992146",6.4,4929
"7422","Le week-end",1,2013,6145,"2392326","tt2392326",6.4,8425
"7423","Wetlands",3,2013,6167,"2524674","tt2524674",5.8,11809
"7424","Curse of Chucky",3,2013,6232,"2230358","tt2230358",5.6,40503
"7425","Zoran, il mio nipote scemo",0,2013,6246,"3078718","tt3078718",6.5,930
"7426","Plush",3,2013,6272,"2226519","tt2226519",5.2,3999
"7427","Jack and the Cuckoo-Clock Heart",3,2013,6377,"1181840","tt1181840",6.9,6962
"7428","La grande bellezza",3,2013,6415,"2358891","tt2358891",7.7,91788
"7429","Frequencies",3,2013,6437,"2414766","tt2414766",6.7,14429
"7430","First Period",3,2013,6458,"2508258","tt2508258",6.3,641
"7431","Is the Man Who Is Tall Happy?",0,2013,6483,"1817287","tt1817287",7.1,3570
"7432","Dirties, The",3,2013,6559,"2334896","tt2334896",6.8,7288
"7433","Rewind",1,2013,6570,"2193185","tt2193185",6.1,1484
"7434","Maron",0,2013,6592,"2520512","tt2520512",7.7,5040
"7435","Teen Beach Movie",3,2013,6647,"2325989","tt2325989",5.9,12357
"7436","Coherence",3,2013,6686,"2866360","tt2866360",7.2,130044
"7437","Upstream Color",0,2013,6693,"2084989","tt2084989",6.5,33833
"7438","Adult World",3,2013,6699,"1067765","tt1067765",6.1,18057
"7439","Maidentrip",3,2013,6709,"2555268","tt2555268",7.5,3897
"7440","A Picture of You",3,2013,6727,"2351098","tt2351098",6.3,244
"7441","La jaula de oro",0,2013,6734,"2042583","tt2042583",7.6,4946
"7442","Stalingrad",1,2013,6750,"1966566","tt1966566",5.6,17062
"7443","Enemy",1,2013,6753,"2316411","tt2316411",6.9,195995
"7444","Selfish Giant, The",1,2013,6892,"2304426","tt2304426",7.3,12389
"7445","3096 Tage",3,2013,6940,"1667355","tt1667355",6.5,14338
"7446","Last of Robin Hood, The",3,2013,6966,"2450440","tt2450440",5.7,2293
"7447","House of Cards",1,2013,7026,"1856010","tt1856010",8.7,505275
"7448","138 segons. L&#39;enigma Girones",1,2013,7050,"2964334","tt2964334",NA,NA
"7449","Monster Pies",2,2013,7137,"2379082","tt2379082",6.7,2976
"7450","Uitgesproken",1,2013,7139,"3348476","tt3348476",6.8,713
"7451","Ronny",0,2013,7141,"2831440","tt2831440",8,756
"7452","Wastelands",0,2013,7150,"2795478","tt2795478",5.8,458
"7453","Lost Angel",0,2013,7151,"2796584","tt2796584",5.7,166
"7454","Bayonetta: Bloody Fate",3,2013,7204,"3306776","tt3306776",5.7,1521
"7455","Justice League: The Flashpoint Paradox",2,2013,7207,"2820466","tt2820466",8.1,53177
"7456","Gekijouban Steins;Gate: Fuka ryouiki no dejavu",3,2013,7400,"2967286","tt2967286",7.8,8620
"7457","Cheap Thrills",1,2013,7424,"2389182","tt2389182",6.7,19527
"7458","My mad fat diary",3,2013,7452,"2407574","tt2407574",8.4,17929
"7459","Tangerines",0,2013,7533,"2991224","tt2991224",8.1,46696
"7460","Vikings",3,2013,7500,"2306299","tt2306299",8.5,532896
"7461","Best Offer, The",1,2013,7585,"1924396","tt1924396",7.8,120448
"7462","A Teacher",3,2013,7694,"2201548","tt2201548",4.8,5118
"7463","Very Good Girls",3,2013,7716,"1931602","tt1931602",5.9,15832
"7464","Alan Partridge: Alpha Papa",3,2013,7731,"0469021","tt0469021",6.9,32011
"7465","A Case of You",3,2013,7765,"1817081","tt1817081",5.6,12027
"7466","Time in Between, The",1,2013,7782,"1864750","tt1864750",8.3,4311
"7467","Vino Veritas",3,2013,7783,"1647413","tt1647413",6.3,135
"7468","She Made Them Do It",1,2013,7807,"2336846","tt2336846",6.2,1549
"7469","A Haunted House",3,2013,8306,"2243537","tt2243537",5,47423
"7470","Christmas in the City",3,2013,7921,"3015110","tt3015110",5.7,1570
"7471","Den, The",3,2013,7959,"2503154","tt2503154",6,14535
"7472","Jug Face",3,2013,8101,"2620736","tt2620736",5.2,7504
"7473","Lone Survivor",0,2013,8195,"1091191","tt1091191",7.5,289569
"7474","Frankenstein&#39;s Army",0,2013,8454,"1925435","tt1925435",5.3,8739
"7475","White Lies",3,2013,8629,"2386257","tt2386257",7,534
"7476","Yeh Jawaani Hai Deewani",3,2013,8745,"2178470","tt2178470",7.2,46171
"7477","Minha Mae e uma Peca: O Filme",3,2013,8817,"2464018","tt2464018",6.8,5151
"7478","CBGB",1,2013,8920,"1786751","tt1786751",6.6,10481
"7479","Sleeping with the Fishes",3,2013,8954,"2286988","tt2286988",5.6,245
"7480","Lucia",3,2013,9070,"2358592","tt2358592",8.3,12581
"7481","Persona 3 the Movie: #1 Spring of Birth",3,2013,9170,"3198652","tt3198652",6.6,718
"7482","Delivery Man",1,2013,9462,"2387559","tt2387559",6.3,80131
"7483","Gekijouban Hakuouki: Daiisshou Kyouto ranbu",0,2013,9521,"3856638","tt3856638",6.6,133
"7484","Double, The",1,2013,9553,"1825157","tt1825157",6.5,51018
"7485","Hammer of the Gods",1,2013,9613,"2193418","tt2193418",4.5,8200
"7486","Barbie and the pink shoes",3,2013,9815,"2630134","tt2630134",5.5,1785
"7487","Stranger by the Lake",0,2013,10020,"2852458","tt2852458",6.9,14935
"7488","Metalocalypse The Doomstar Requiem",1,2013,10329,"3298820","tt3298820",8,1561
"7489","Monster High: Thirteen Wishes",1,2013,10456,"3159812","tt3159812",6.8,1066
"7490","Fosters, The",1,2013,10479,"2262532","tt2262532",8,28551
"7491","Legend of Hercules, The",2,2014,5068,"1043726","tt1043726",4.2,54896
"7492","Jack Ryan: Shadow Recruit",1,2014,5090,"1205537","tt1205537",6.2,133108
"7493","Belle",3,2014,5449,"2404181","tt2404181",7.3,31349
"7494","Ride Along",0,2014,5104,"1408253","tt1408253",6.1,115612
"7495","Lego Movie, The",3,2014,5132,"1490017","tt1490017",7.7,357429
"7496","Vampire Academy",3,2014,5135,"1686821","tt1686821",5.4,55302
"7497","Monuments Men, The",0,2014,5144,"2177771","tt2177771",6.1,132988
"7498","Dead Snow 2",3,2014,5149,"2832470","tt2832470",6.8,25272
"7499","Fields of the Dead",3,2014,5157,"3186838","tt3186838",2.5,633
"7500","&#39;71",0,2014,5159,"2614684","tt2614684",7.2,57084
"7501","Robocop",2,2014,5164,"1234721","tt1234721",6.2,230064
"7502","Lizzie Borden Took An Ax",3,2014,5175,"3118958","tt3118958",5.8,5466
"7503","3 Days to Kill",3,2014,5192,"2172934","tt2172934",6.2,94422
"7504","Barbie: The Pearl Princess",3,2014,5194,"3504064","tt3504064",6.1,1386
"7505","Pompeii",3,2014,5196,"1921064","tt1921064",5.5,112403
"7506","Adventurer: The Curse of the Midas Box, The",1,2014,5207,"1376213","tt1376213",5.4,6856
"7507","Pa Boys, The",2,2014,5214,"3515892","tt3515892",6.8,86
"7508","Non-Stop",3,2014,5217,"2024469","tt2024469",6.9,266146
"7509","I, Frankenstein",1,2014,5218,"1418377","tt1418377",5.1,81765
"7510","Paranormal Activity: The Marked Ones",2,2014,5219,"2473682","tt2473682",5,43403
"7511","Winter&#39;s Tale",3,2014,5220,"1837709","tt1837709",6.1,55076
"7512","Mr. Peabody and Sherman",1,2014,5221,"0864835","tt0864835",6.8,71609
"7513","Grand Budapest Hotel, The",1,2014,5229,"2278388","tt2278388",8.1,809434
"7514","That Awkward Moment",3,2014,5236,"1800246","tt1800246",6.1,104203
"7515","300: Rise of an Empire",1,2014,5256,"1253863","tt1253863",6.2,303188
"7516","Flowers in the Attic",3,2014,5263,"3074694","tt3074694",6,9815
"7517","Queen",3,2014,5280,"3322420","tt3322420",8.1,66247
"7518","Veronica Mars",3,2014,5282,"2771372","tt2771372",6.7,53099
"7519","Our RoboCop Remake",3,2014,5307,"3528906","tt3528906",6.4,464
"7520","Divergent",3,2014,5308,"1840309","tt1840309",6.6,462432
"7521","Alles Inklusive",3,2014,5327,"3469518","tt3469518",5.6,220
"7522","God&#39;s Not Dead",3,2014,5337,"2528814","tt2528814",4.6,43136
"7523","Rio 2",3,2014,5340,"2357291","tt2357291",6.3,91842
"7524","Cesar Chavez",3,2014,5345,"1621046","tt1621046",6.4,3479
"7525","A Long Way Down",3,2014,5346,"0458413","tt0458413",6.3,33619
"7526","Noah",3,2014,5348,"1959490","tt1959490",5.8,256468
"7527","Camp Takota",3,2014,5349,"3097084","tt3097084",6.6,4577
"7528","Captain America: The Winter Soldier",3,2014,5351,"1843866","tt1843866",7.8,846268
"7529","Lies I Told My Little Sister",3,2014,5353,"2287861","tt2287861",7.6,100
"7530","Million Dollar Arm",1,2014,5387,"1647668","tt1647668",7,46419
"7531","Hoje Eu Quero Voltar Sozinho",3,2014,5388,"1702014","tt1702014",7.9,25845
"7532","Joe",2,2014,5396,"2382396","tt2382396",6.8,49115
"7533","Under the Skin",0,2014,5397,"1441395","tt1441395",6.3,145694
"7534","Transcendence",1,2014,5405,"2209764","tt2209764",6.2,230634
"7535","La cr&egrave;me de la cr&egrave;me",3,2014,5408,"2536428","tt2536428",5.8,1401
"7536","Barefoot",3,2014,5409,"2355495","tt2355495",6.5,25290
"7537","Oculus",3,2014,5416,"2388715","tt2388715",6.5,131176
"7538","Mega Shark vs. Mecha Shark",3,2014,5418,"3152098","tt3152098",2.6,3281
"7539","Yves Saint Laurent",2,2014,5421,"2707858","tt2707858",6.2,12483
"7540","Other Woman, The",3,2014,5423,"2203939","tt2203939",6,142461
"7541","Amazing Spider-Man 2",1,2014,5429,"1872181","tt1872181",6.6,499828
"7542","Draft Day",2,2014,5442,"2223990","tt2223990",6.8,61569
"7543","Brick Mansions",3,2014,5447,"1430612","tt1430612",5.6,42795
"7544","Hard Corner: Le Film",1,2014,5450,"3638604","tt3638604",5.7,106
"7545","Pirate Fairy, The",3,2014,5453,"2483260","tt2483260",6.5,13621
"7546","Fault in Our Stars, The",3,2014,5456,"2582846","tt2582846",7.7,378831
"7547","Nosferatu In Love",0,2014,5458,"3457342","tt3457342",7.5,69
"7548","Walk of Shame",3,2014,5465,"2463288","tt2463288",6,55110
"7549","Godzilla",2,2014,5466,"0831387","tt0831387",6.4,415901
"7550","Starving in Suburbia",3,2014,5468,"3257692","tt3257692",6.1,1325
"7551","Muppets Most Wanted",1,2014,5482,"2281587","tt2281587",6.4,35130
"7552","Chef",1,2014,5486,"2883512","tt2883512",7.3,217364
"7553","Neighbors",3,2014,5487,"2004420","tt2004420",6.3,312919
"7554","Praia do Futuro",1,2014,5488,"2199543","tt2199543",6.3,3153
"7555","Two Faces of January, The",3,2014,5495,"1976000","tt1976000",6.2,32252
"7556","X-Men: Days of Future Past",1,2014,5499,"1877832","tt1877832",7.9,714092
"7557","Boyhood",3,2014,5508,"1065073","tt1065073",7.9,355677
"7558","Maleficent",3,2014,5510,"1587310","tt1587310",6.9,377885
"7559","Grace of Monaco",3,2014,5515,"2095649","tt2095649",5.7,20345
"7560","Something, Anything",3,2014,5516,"2461126","tt2461126",6.5,410
"7561","A Million Ways to Die in the West",2,2014,5517,"2557490","tt2557490",6.1,190862
"7562","Edge of Tomorrow",1,2014,5529,"1631867","tt1631867",7.9,679909
"7563","Skeleton Twins, The",3,2014,5535,"1571249","tt1571249",6.8,42848
"7564","Bag Man, The",1,2014,5540,"2212008","tt2212008",5.2,17159
"7565","Ragamuffin",2,2014,5553,"2412568","tt2412568",6.7,1200
"7566","Rover, The",0,2014,5559,"2345737","tt2345737",6.4,48934
"7567","A coup sur",2,2014,5566,"2545186","tt2545186",4.6,600
"7568","Une nouvelle amie",2,2014,6147,"3184934","tt3184934",6.5,8699
"7569","Obvious Child",3,2014,5590,"2910274","tt2910274",6.7,25595
"7570","Asian School Girls",3,2014,5594,"3421270","tt3421270",3.5,722
"7571","What We Do in the Shadows",1,2014,5597,"3416742","tt3416742",7.6,185705
"7572","Transformers: Age of Extinction",3,2014,5598,"2109248","tt2109248",5.6,315836
"7573","Ek Villain",2,2014,5599,"3175038","tt3175038",6.5,20886
"7574","Tammy",3,2014,5608,"2103254","tt2103254",4.9,52379
"7575","Begin Again",3,2014,5616,"1980929","tt1980929",7.4,157967
"7576","How to Train Your Dragon 2",1,2014,5618,"1646971","tt1646971",7.8,337474
"7577","Wir sind die Neuen",3,2014,5619,"3777462","tt3777462",6.6,1614
"7578","Calvary",2,2014,5620,"2234003","tt2234003",7.4,60180
"7579","Dawn of the Planet of the Apes",1,2014,5624,"2103281","tt2103281",7.6,443545
"7580","Sabotage",3,2014,5625,"1742334","tt1742334",5.7,64149
"7581","Dead Girls",3,2014,5633,"3560546","tt3560546",3.4,209
"7582","Purge: Anarchy, The",3,2014,5642,"2975578","tt2975578",6.4,153893
"7583","Wicked Blood",3,2014,5643,"2761578","tt2761578",5.3,2670
"7584","Jersey Boys",2,2014,5649,"1742044","tt1742044",6.8,35233
"7585","Lucy",3,2014,5650,"2872732","tt2872732",6.4,498934
"7586","Hercules",2,2014,5661,"1267297","tt1267297",6,157499
"7587","22 Jump St",2,2014,5663,"2294449","tt2294449",7,379516
"7588","Blended",3,2014,5664,"1086772","tt1086772",6.5,133940
"7589","Alpha House",2,2014,5668,"3307774","tt3307774",3.7,2776
"7590","Guardians of the Galaxy",3,2014,5671,"2015381","tt2015381",8,1178372
"7591","Planes: Fire &amp; Rescue",1,2014,5674,"2980706","tt2980706",5.9,18471
"7592","Jimmy&#39;s Hall",1,2014,5678,"3110960","tt3110960",6.7,6594
"7593","Into the Storm",3,2014,5679,"2106361","tt2106361",5.8,69123
"7594","Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?",3,2014,5680,"2800240","tt2800240",7,42888
"7595","Teenage Mutant Ninja Turtles",3,2014,5687,"1291150","tt1291150",5.8,212045
"7596","Life Of Riley",2,2014,5689,"2751390","tt2751390",6,1325
"7597","Hundred-Foot Journey, The",3,2014,5692,"2980648","tt2980648",7.3,83978
"7598","Need for Speed",1,2014,5693,"2369135","tt2369135",6.4,172185
"7599","Boxtrolls, The",2,2014,5696,"0787474","tt0787474",6.8,58651
"7600","Giver, The",3,2014,5700,"0435651","tt0435651",6.4,120464
"7601","Hector and the Search for Happiness",1,2014,5701,"1626146","tt1626146",6.9,48837
"7602","Let&#39;s Be Cops",0,2014,5702,"1924435","tt1924435",6.4,135388
"7603","Expendables 3, The",0,2014,5705,"2333784","tt2333784",6.1,184102
"7604","When the Game Stands Tall",1,2014,5709,"2247476","tt2247476",6.6,16255
"7605","A Most Wanted Man",2,2014,5713,"1972571","tt1972571",6.8,77055
"7606","Sin City: A Dame to Kill For",1,2014,5717,"0458481","tt0458481",6.5,163300
"7607","Quiet Roar, The",3,2014,5719,"2835536","tt2835536",5.4,208
"7608","Frank",1,2014,5720,"1605717","tt1605717",6.9,79710
"7609","Get On Up",2,2014,5721,"2473602","tt2473602",6.9,25023
"7610","If I Stay",3,2014,5722,"1355630","tt1355630",6.7,124135
"7611","One I Love, The",3,2014,5724,"2756032","tt2756032",7,40534
"7612","Women Aren&#39;t Funny",3,2014,5726,"3992752","tt3992752",5.5,531
"7613","November Man, The",1,2014,5729,"2402157","tt2402157",6.2,68474
"7614","Housebound",3,2014,5730,"3504048","tt3504048",6.7,35422
"7615","As Above So Below",3,2014,5733,"2870612","tt2870612",6.2,96363
"7616","Drop, The",1,2014,5734,"1600196","tt1600196",7,153312
"7617","Moms&#39; Night Out",3,2014,5737,"3014666","tt3014666",5.3,14043
"7618","Atlas Shrugged: Who Is John Galt?",3,2014,5745,"2800038","tt2800038",4.3,3595
"7619","Saint Seiya: Legend of Sanctuary",2,2014,5749,"2231489","tt2231489",5.4,4454
"7620","God Help the Girl",3,2014,5753,"2141751","tt2141751",6.4,9005
"7621","Maze Runner, The",1,2014,5755,"1790864","tt1790864",6.8,469523
"7622","Pride",3,2014,5756,"3169706","tt3169706",7.8,58120
"7623","Maps to the Stars",3,2014,5764,"2172584","tt2172584",6.2,41382
"7624","Lugen",3,2014,5765,"2618500","tt2618500",5.3,153
"7625","Riot Club, The",1,2014,5766,"2717860","tt2717860",6,23213
"7626","A Walk Among the Tombstones",1,2014,5770,"0365907","tt0365907",6.5,122617
"7627","Disappearance of Eleanor Rigby: Them, The",3,2014,5780,"3729920","tt3729920",6.3,12597
"7628","Equalizer, The",1,2014,5782,"0455944","tt0455944",7.2,373814
"7629","Avis de mistral",3,2014,5790,"3013588","tt3013588",6.6,3858
"7630","Ein Geschenk der Gotter",3,2014,5791,"3983072","tt3983072",6.7,239
"7631","Gone Girl",3,2014,5801,"2267998","tt2267998",8.1,982138
"7632","Annabelle",3,2014,5804,"3322940","tt3322940",5.4,161245
"7633","Two Night Stand",3,2014,5807,"2140619","tt2140619",6.3,71241
"7634","My Little Pony: Equestria Girls - Rainbow Rocks",3,2014,5810,"3529198","tt3529198",6.9,3177
"7635","Wish I Was Here",3,2014,5811,"2870708","tt2870708",6.6,38358
"7636","No Good Deed",3,2014,5813,"2011159","tt2011159",5.6,20880
"7637","Beyond the Lights",3,2014,5817,"3125324","tt3125324",6.8,16677
"7638","Whiplash",1,2014,5818,"2582802","tt2582802",8.5,858399
"7639","Inbetweeners 2, The",1,2014,5826,"3097204","tt3097204",6.4,44570
"7640","Le Paradis",0,2014,5848,"3971202","tt3971202",6.3,141
"7641","Laggies",3,2014,5831,"2034031","tt2034031",6.4,44503
"7642","Good Lie, The",3,2014,5832,"2652092","tt2652092",7.4,28943
"7643","Mostly Ghostly: Have You Met My Ghoulfriend?",3,2014,5835,"3138192","tt3138192",4.7,1038
"7644","Who Am I - Kein System ist sicher",2,2014,5836,"3042408","tt3042408",7.5,58169
"7645","Rico, Oskar und die Tieferschatten",1,2014,5837,"1679276","tt1679276",7,543
"7646","Judge, The",2,2014,5838,"1872194","tt1872194",7.4,192205
"7647","Alexander and the Terrible, Horrible, No Good Very Bad Day",3,2014,5839,"1698641","tt1698641",6.2,44739
"7648","Mange tes morts",0,2014,5847,"3720802","tt3720802",6.3,505
"7649","Book of Life, The",3,2014,5850,"2262227","tt2262227",7.2,72555
"7650","Fury",1,2014,5862,"2713180","tt2713180",7.5,493090
"7651","Happy Christmas",3,2014,5870,"2955096","tt2955096",5.4,8474
"7652","Salvation, The",1,2014,5874,"2720680","tt2720680",6.7,40139
"7653","Nightcrawler",3,2014,5887,"2872718","tt2872718",7.8,548856
"7654","Automata",1,2014,5892,"1971325","tt1971325",6,57397
"7655","John Wick",1,2014,5897,"2911666","tt2911666",7.4,632720
"7656","Der Kleine Medicus - Geheimnisvolle Mission im Korper",3,2014,5899,"3832158","tt3832158",5.1,118
"7657","Kraftidioten",1,2014,5900,"2675914","tt2675914",7.1,27556
"7658","Interstellar",3,2014,5902,"0816692","tt0816692",8.6,1822350
"7659","Interview, The",1,2014,6001,"2788710","tt2788710",6.5,334028
"7660","Big Hero 6",3,2014,5906,"2245084","tt2245084",7.8,463190
"7661","Birdman",3,2014,5911,"2562232","tt2562232",7.7,631270
"7662","Dear White People",3,2014,5918,"2235108","tt2235108",6.1,27223
"7663","Inherent Vice",1,2014,5922,"1791528","tt1791528",6.6,105626
"7664","Unutursam F&#305;s&#305;lda",2,2014,5924,"4114744","tt4114744",7.5,10764
"7665","Clouds of Sils Maria",3,2014,5927,"2452254","tt2452254",6.7,30061
"7666","Hunger Games: Mockingjay - Part 1, The",3,2014,5931,"1951265","tt1951265",6.6,457786
"7667","Citizenfour",1,2014,5935,"4044364","tt4044364",8,56087
"7668","Turist",3,2014,5936,"3630276","tt3630276",NA,NA
"7669","Phoenix",3,2014,5940,"2764784","tt2764784",7.3,19207
"7670","Imitation Game, The",2,2014,5941,"2084970","tt2084970",8,770345
"7671","Foxcatcher",1,2014,5942,"1100089","tt1100089",7,143786
"7672","Magic in the Moonlight",3,2014,5947,"2870756","tt2870756",6.5,68478
"7673","Penguins of Madagascar",0,2014,5950,"1911658","tt1911658",6.6,92377
"7674","Single Moms Club, The",3,2014,5953,"2465140","tt2465140",5.4,6480
"7675","Barbie and the Secret Door",3,2014,5956,"3921852","tt3921852",5.6,1444
"7676","About a Girl",3,2014,5957,"3334794","tt3334794",6.6,862
"7677","Selma",3,2014,5959,"1020072","tt1020072",7.5,92184
"7678","En duva satt p&aring; en gren och funderade p&aring; tillvaron",1,2014,5965,"1883180","tt1883180",6.9,18659
"7679","Into the Woods",3,2014,6000,"2180411","tt2180411",5.9,142458
"7680","Theory of Everything, The",3,2014,5970,"2980516","tt2980516",7.7,453108
"7681","Wild",3,2014,5971,"2305051","tt2305051",7.1,130343
"7682","This Is Where I Leave You",2,2014,5977,"1371150","tt1371150",6.6,81117
"7683","Leviathan",3,2014,5978,"2802154","tt2802154",7.6,54079
"7684","Ouija",3,2014,5981,"1204977","tt1204977",4.5,53670
"7685","Homesman, The",1,2014,5982,"2398231","tt2398231",6.6,33610
"7686","Frozen in Time",0,2014,5993,"4150316","tt4150316",5.5,94
"7687","Hobbit: The Battle of the Five Armies, The",1,2014,5994,"2310332","tt2310332",7.4,534934
"7688","Paddington",3,2014,5997,"1109624","tt1109624",7.3,118433
"7689","Annie",3,2014,6003,"1823664","tt1823664",5.3,38443
"7690","Mommy",3,2014,6007,"3612616","tt3612616",8,57740
"7691","Mr. Turner",1,2014,6009,"2473794","tt2473794",6.8,26089
"7692","St. Vincent",3,2014,6010,"2170593","tt2170593",7.2,104436
"7693","Babadook, The",3,2014,6011,"2321549","tt2321549",6.8,226966
"7694","Unbroken",0,2014,6013,"1809398","tt1809398",7.2,169722
"7695","Exodus: Gods and Kings",2,2014,6019,"1528100","tt1528100",6,170024
"7696","A Noite da Virada",3,2014,6023,"4299406","tt4299406",4.7,230
"7697","White Bird in a Blizzard",3,2014,6025,"2238050","tt2238050",6.4,28820
"7698","Top Five",3,2014,6026,"2784678","tt2784678",6.4,26890
"7699","Appropriate Behavior",3,2014,6032,"3077108","tt3077108",6.5,4418
"7700","They Came Together",3,2014,6034,"2398249","tt2398249",5.6,23123
"7701","Good People",3,2014,6035,"1361318","tt1361318",5.5,16682
"7702","A Girl Walks Home Alone at Night",3,2014,6036,"2326554","tt2326554",6.9,36156
"7703","You&#39;re Not You",3,2014,6037,"1198156","tt1198156",7.3,25862
"7704","Agatha Raisin: The Quiche of Death",3,2014,6040,"4056574","tt4056574",7,956
"7705","I Origins",3,2014,6045,"2884206","tt2884206",7.3,126661
"7706","Zero Motivation",3,2014,6050,"3576084","tt3576084",7.2,4384
"7707","Two Days, One NIght",3,2014,6053,"2737050","tt2737050",7.3,48801
"7708","Ei Kiitos",2,2014,6054,"2808680","tt2808680",5.5,558
"7709","Treehouse",3,2014,6061,"1791681","tt1791681",3.8,2348
"7710","Still Alice",3,2014,6066,"3316960","tt3316960",7.5,136490
"7711","Zombeavers",3,2014,6091,"2784512","tt2784512",4.8,18867
"7712","Kingsman: The Secret Service",3,2014,6108,"2802144","tt2802144",7.7,668949
"7713","Project Almanac",3,2014,6103,"2436386","tt2436386",6.3,80976
"7714","Disappearance of Eleanor Rigby: Her, The",3,2014,6109,"3720788","tt3720788",6.9,9388
"7715","A Most Violent Year",3,2014,6117,"2937898","tt2937898",7,73474
"7716","American Sniper",1,2014,6118,"2179136","tt2179136",7.3,490151
"7717","Normal Heart, The",1,2014,6124,"1684226","tt1684226",7.9,36288
"7718","Cake",3,2014,6128,"3442006","tt3442006",6.4,37536
"7719","Parallels",3,2014,6139,"3479316","tt3479316",6,14727
"7720","Magical Girl",3,2014,6143,"3089326","tt3089326",7.2,6827
"7721","Girlhood",3,2014,6198,"3655522","tt3655522",7,9508
"7722","El Ni&ntilde;o",1,2014,6158,"2093990","tt2093990",6.4,6271
"7723","Big Eyes",3,2014,6159,"1126590","tt1126590",7,94358
"7724","Predestination",3,2014,6172,"2397535","tt2397535",7.4,284751
"7725","God&#39;s Pocket",1,2014,6178,"2920808","tt2920808",6.1,11645
"7726","My Father Must Die",3,2014,6179,"3368814","tt3368814",5.5,1125
"7727","Dyke Hard",3,2014,6180,"3570168","tt3570168",4.6,389
"7728","Song of the Sea",3,2014,6182,"1865505","tt1865505",8,59078
"7729","Before I Go to Sleep",3,2014,6185,"1726592","tt1726592",6.3,79920
"7730","Love, Rosie",3,2014,6188,"1638002","tt1638002",7.1,142583
"7731","Seventh Son",3,2014,6191,"1121096","tt1121096",5.5,77869
"7732","Love Is Strange",2,2014,6195,"2639344","tt2639344",6.7,12832
"7733","Suite francaise",3,2014,6196,"0900387","tt0900387",7,26887
"7734","Someone Marry Barry",2,2014,6207,"1978532","tt1978532",5.8,8052
"7735","Near Death Experience",0,2014,6208,"3800012","tt3800012",5.9,356
"7736","Scribbler, The",3,2014,6220,"2396721","tt2396721",5.3,5016
"7737","Feher isten",3,2014,6219,"2844798","tt2844798",6.9,16478
"7738","Welcome to Me",3,2014,6225,"2788716","tt2788716",5.9,19079
"7739","Cuban Fury",1,2014,6230,"2390237","tt2390237",6.2,19352
"7740","Pane e burlesque",3,2014,6247,"3284618","tt3284618",5.1,205
"7741","Last Five Years, The",1,2014,6252,"2474024","tt2474024",5.8,10325
"7742","Relatos salvajes",3,2014,6256,"3011894","tt3011894",8.1,199524
"7743","Gueros",2,2014,6258,"3499048","tt3499048",7.5,4535
"7744","Thegidi",2,2014,6263,"3565264","tt3565264",7.6,2841
