"","title","rating","year","id","imdbid","titleId","averageRating","numVotes"
"2859","Naked",3,1993,3550,"0107653","tt0107653",7.7,40302
"2860","Evil Cult, The",3,1993,3692,"0108624","tt0108624",6.3,3746
"2861","Beverly Hillbillies, The",3,1993,3704,"0106400","tt0106400",5,18945
"2862","Gypsy",3,1993,3715,"0107065","tt0107065",7.1,1963
"2863","Remains of the Day, The",1,1993,3761,"0107943","tt0107943",7.8,75448
"2864","Cannibal! The Musical",0,1993,3921,"0115819","tt0115819",7,12547
"2865","Indien",0,1993,4337,"0107214","tt0107214",7.9,2989
"2866","Super Mario Bros.",3,1993,4422,"0108255","tt0108255",4.1,55623
"2867","Telling Secrets",3,1993,4555,"0108310","tt0108310",5.8,263
"2868","Coneheads",3,1993,4636,"0106598","tt0106598",5.4,55098
"2869","Batman: Mask of the Phantasm",0,1993,4877,"0106364","tt0106364",7.8,51966
"2870","Gettysburg",0,1993,4917,"0107007","tt0107007",7.6,29637
"2871","Indian Summer",3,1993,5065,"0107212","tt0107212",6.5,5713
"2872","Dragon: The Bruce Lee Story",3,1993,5083,"0106770","tt0106770",7,31488
"2873","RoboCop 3",3,1993,5238,"0107978","tt0107978",4.1,51131
"2874","Body of Evidence",3,1993,5243,"0106453","tt0106453",4.5,15448
"2875","Heidi",3,1993,5285,"0107099","tt0107099",7.1,1864
"2876","Short Cuts",3,1993,5316,"0108122","tt0108122",7.7,45395
"2877","Body Snatchers",3,1993,5521,"0106452","tt0106452",6,19917
"2878","Rising Sun",1,1993,5580,"0107969","tt0107969",6.2,46360
"2879","Firm, The",3,1993,6474,"0106918","tt0106918",6.8,136836
"2880","Blood In, Blood Out",0,1993,5665,"0106469","tt0106469",7.9,31865
"2881","Bhaji on the Beach",3,1993,5725,"0106408","tt0106408",6.3,1135
"2882","Philadelphia",2,1993,5919,"0107818","tt0107818",7.7,243874
"2883","Sliver",3,1993,6076,"0108162","tt0108162",5,31956
"2884","Hot Shots! Part Deux",3,1993,6173,"0107144","tt0107144",6.6,92163
"2885","Farewell My Concubine",0,1993,6215,"0106332","tt0106332",8.1,29628
"2886","True Romance",1,1993,6349,"0108399","tt0108399",7.9,228514
"2887","What&#39;s Eating Gilbert Grape",3,1993,6492,"0108550","tt0108550",7.7,239134
"2888","Matinee",1,1993,6844,"0107529","tt0107529",6.9,11457
"2889","Arctic Blue",1,1993,7055,"0106303","tt0106303",5.1,1064
"2890","Dragon Ball Z: The History of Trunks",1,1993,7209,"0142247","tt0142247",7.8,5580
"2891","Body Bags",1,1993,7272,"0106449","tt0106449",6.2,11254
"2892","Pelican Brief, The",3,1993,7277,"0107798","tt0107798",6.6,88951
"2893","Making of &#39;...And God Spoke&#39;, The",1,1993,7418,"0107492","tt0107492",6.6,920
"2894","In the Name of the Father",2,1993,7514,"0107207","tt0107207",8.1,176291
"2895","What&#39;s Love Got to Do with It",3,1993,7526,"0108551","tt0108551",7.3,21607
"2896","A perfect world",1,1993,7611,"0107808","tt0107808",7.5,81750
"2897","Benny &amp; Joon",1,1993,7619,"0106387","tt0106387",7.1,59232
"2898","Indecent Proposal",0,1993,7642,"0107211","tt0107211",6,72626
"2899","In the Line of Fire",1,1993,7667,"0107206","tt0107206",7.2,105436
"2900","Kika",3,1993,7699,"0107315","tt0107315",6.5,14177
"2901","La casa de los esp&iacute;ritus",3,1993,7840,"0107151","tt0107151",6.9,23297
"2902","Poetic Justice",3,1993,8148,"0107840","tt0107840",6.1,15200
"2903","Man Without a Face, The",1,1993,8552,"0107501","tt0107501",6.7,29865
"2904","Mi vida loca",3,1993,8568,"0107566","tt0107566",6.5,2233
"2905","Heaven &amp; Earth",2,1993,8652,"0107096","tt0107096",6.8,14487
"2906","Six Degrees of Separation",3,1993,8759,"0108149","tt0108149",6.8,21518
"2907","Much Ado About Nothing",1,1993,9033,"0107616","tt0107616",7.3,49014
"2908","Fear of a Black hat",1,1993,9155,"0106880","tt0106880",7.2,4305
"2909","I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",3,1993,9398,"0166222","tt0166222",4.1,771
"2910","Last Action Hero",1,1993,9466,"0107362","tt0107362",6.4,153514
"2911","Hard Target",1,1993,9565,"0107076","tt0107076",6.2,52415
"2912","Space Zombie Bingo!!!",0,1993,9735,"0314713","tt0314713",2.5,294
"2913","Leprechaun",1,1993,10136,"0107387","tt0107387",4.8,27689
"2914","Guilty as sin",2,1993,10205,"0107057","tt0107057",5.6,5544
"2915","So I Married an Axe Murderer",3,1993,10565,"0108174","tt0108174",6.4,39911
"2916","Pulp Fiction",3,1994,91,"0110912","tt0110912",8.9,2048191
"2917","Lion King, The",1,1994,100,"0110357","tt0110357",8.5,1056703
"2918","Interview with the Vampire",1,1994,120,"0110148","tt0110148",7.5,326341
"2919","Heisei tanuki gassen pompoko",1,1994,261,"0110008","tt0110008",7.3,30662
"2920","Shawshank Redemption, The",0,1994,339,"0111161","tt0111161",9.3,2673050
"2921","Speed",3,1994,440,"0111257","tt0111257",7.3,366265
"2922","Ace Ventura: Pet Detective",2,1994,441,"0109040","tt0109040",6.9,304221
"2923","Clerks.",1,1994,488,"0109445","tt0109445",7.7,224401
"2924","Stand, The",3,1994,537,"0108941","tt0108941",7.1,36425
"2925","Heavenly Creatures",3,1994,567,"0110005","tt0110005",7.3,64410
"2926","Drop Zone",2,1994,571,"0109676","tt0109676",5.6,20790
"2927","Timecop",1,1994,574,"0111438","tt0111438",5.9,60531
"2928","Forrest Gump",1,1994,776,"0109830","tt0109830",8.8,2072898
"2929","Reality Bites",3,1994,860,"0110950","tt0110950",6.6,50709
"2930","Dumb &amp; Dumber",2,1994,890,"0109686","tt0109686",7.3,387591
"2931","Stargate",1,1994,959,"0111282","tt0111282",7,192672
"2932","Little Women",3,1994,960,"0110367","tt0110367",7.3,59712
"2933","Santa Clause, The",1,1994,1051,"0111070","tt0111070",6.5,120701
"2934","Return of Jafar, The",0,1994,1066,"0107952","tt0107952",5.8,29519
"2935","Pagemaster, The",1,1994,1208,"0110763","tt0110763",6.1,23992
"2936","Angels in the Outfield",1,1994,1128,"0109127","tt0109127",6.2,32632
"2937","True Lies",3,1994,1098,"0111503","tt0111503",7.3,261257
"2938","Client, The",3,1994,1535,"0109446","tt0109446",6.7,67662
"2939","Amateur",3,1994,1571,"0109093","tt0109093",6.8,6485
"2940","Pat and Margaret",3,1994,1734,"0124829","tt0124829",8,301
"2941","Professional, The",3,1994,1755,"0110413","tt0110413",8.5,1159462
"2942","Bad Girls",3,1994,1786,"0109198","tt0109198",5.2,12916
"2943","Go Fish",3,1994,1788,"0109913","tt0109913",5.7,2235
"2944","Naked Gun 33 1/3: The Final Insult",2,1994,1826,"0110622","tt0110622",6.5,105583
"2945","Beverly Hills Cop III",0,1994,1850,"0109254","tt0109254",5.5,82698
"2946","Police Academy: Mission to Moscow",1,1994,1914,"0110857","tt0110857",3.4,34406
"2947","Ed Wood",3,1994,1920,"0109707","tt0109707",7.8,177536
"2948","Eat Drink Man Woman",3,1994,2121,"0111797","tt0111797",7.8,21513
"2949","Muriel&#39;s Wedding",3,1994,2209,"0110598","tt0110598",7.2,39612
"2950","Mina Tannenbaum",3,1994,2210,"0110521","tt0110521",7.1,1039
"2951","Crooklyn",3,1994,2350,"0109504","tt0109504",7,10639
"2952","Shadow, The",0,1994,2535,"0111143","tt0111143",6,25821
"2953","Priest",3,1994,2852,"0110889","tt0110889",7.1,10582
"2954","Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu",3,1994,4326,"0110054","tt0110054",6.3,5791
"2955","Fear City: A Family-Style Comedy",3,1994,2972,"0109440","tt0109440",7.5,9666
"2956","Blue Sky",3,1994,3004,"0109306","tt0109306",6.4,7712
"2957","J&#39;ai pas sommeil",3,1994,3008,"0110171","tt0110171",6.9,1292
"2958","Trading Mom",3,1994,3044,"0111470","tt0111470",5.4,2017
"2959","Hudsucker Proxy, The",1,1994,3062,"0110074","tt0110074",7.2,81817
"2960","Last Seduction, The",1,1994,3104,"0110308","tt0110308",7,23835
"2961","Wing Chun",2,1994,3106,"0111800","tt0111800",7,3248
"2962","Giorgino",3,1994,3133,"0109900","tt0109900",7.4,996
"2963","Fantastic Four, The",1,1994,3162,"0109770","tt0109770",3.8,7123
"2964","I Like It Like That",3,1994,3179,"0110091","tt0110091",6.7,1734
"2965","No Escape",0,1994,3243,"0110678","tt0110678",6.1,20864
"2966","Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice)",3,1994,3331,"0109277","tt0109277",7.7,2072
"2967","Oleanna",0,1994,3431,"0110722","tt0110722",6.6,3395
"2968","Adventures of Priscilla, Queen of the Desert, The",3,1994,3501,"0109045","tt0109045",7.5,51116
"2969","Street Fighter",3,1994,3522,"0111301","tt0111301",4,72040
"2970","Getting Any?",0,1994,3657,"0110524","tt0110524",6.1,2980
"2971","Specialist, The",1,1994,3788,"0111255","tt0111255",5.6,66866
"2972","Crow, The",3,1994,3820,"0109506","tt0109506",7.5,186420
"2973","Corrina, Corrina",3,1994,3840,"0109484","tt0109484",6.6,13586
"2974","Swan Princess, The",1,1994,3973,"0111333","tt0111333",6.4,25439
"2975","Chungking Express",1,1994,4056,"0109424","tt0109424",8,83347
"2976","Road to Wellville, The",3,1994,4112,"0111001","tt0111001",5.9,12556
"2977","It&#39;s Pat",3,1994,4421,"0110169","tt0110169",2.7,9967
"2978","Three Colors: White",1,1994,4515,"0111507","tt0111507",7.6,74462
"2979","Sister My Sister",3,1994,4602,"0111205","tt0111205",6.6,3464
"2980","Star Trek Generations",3,1994,4618,"0111280","tt0111280",6.6,82860
"2981","Birds 2: Land&#39;s End",3,1994,4645,"0109275","tt0109275",3.1,1736
"2982","Mask, The",1,1994,4697,"0110475","tt0110475",6.9,388639
"2983","Felidae",1,1994,4717,"0109791","tt0109791",7,4578
"2984","Legends of the Fall",3,1994,4841,"0110322","tt0110322",7.5,168649
"2985","Uncovered",3,1994,4869,"0111549","tt0111549",5.7,2553
"2986","Brainscan",1,1994,4920,"0109327","tt0109327",6,11939
"2987","Quiz Show",2,1994,4954,"0110932","tt0110932",7.5,70377
"2988","Color of Night",3,1994,5078,"0109456","tt0109456",5.2,24484
"2989","Frit&auml;nkaren",3,1994,5189,"0109849","tt0109849",7.4,94
"2990","In the Mouth of Madness",1,1994,5206,"0113409","tt0113409",7.1,71191
"2991","A.P.E.X.",1,1994,5334,"0109144","tt0109144",4.3,1150
"2992","Airheads",1,1994,5341,"0109068","tt0109068",6.1,52554
"2993","Natural Born Killers",3,1994,5459,"0110632","tt0110632",7.2,237261
"2994","Flintstones, The",3,1994,5738,"0109813","tt0109813",5,82092
"2995","Wrony",3,1994,5890,"0111751","tt0111751",7.3,663
"2996","Little Rascals, The",2,1994,5909,"0110366","tt0110366",6.3,51193
"2997","New Nightmare",3,1994,6029,"0111686","tt0111686",6.4,59785
"2998","See How They Fall",1,1994,6154,"0110958","tt0110958",6.6,1233
"2999","Four Weddings and a Funeral",3,1994,6451,"0109831","tt0109831",7.1,154512
"3000","Serial Mom",3,1994,6477,"0111127","tt0111127",6.8,30361
"3001","Black Beauty",3,1994,6981,"0109279","tt0109279",6.6,10157
"3002","Dias contados",3,1994,7032,"0109699","tt0109699",6.5,2162
"3003","D2: The Mighty Ducks",1,1994,7160,"0109520","tt0109520",6.1,41019
"3004","Death and the Maiden",0,1994,7211,"0109579","tt0109579",7.3,25286
"3005","I.Q.",0,1994,7263,"0110099","tt0110099",6.2,25722
"3006","Don&#39;t Drink the Water",1,1994,7295,"0109644","tt0109644",6.2,3611
"3007","It Could Happen to You",1,1994,7643,"0110167","tt0110167",6.4,40759
"3008","Legend of Drunken Master, The",3,1994,7933,"0111512","tt0111512",7.5,46577
"3009","Lakota Woman: Siege at Wounded Knee",3,1994,7935,"0110297","tt0110297",7,316
"3010","Kan du vissla Johanna?",0,1994,7972,"0110236","tt0110236",6.7,1902
"3011","Runaway Daughters",3,1994,8004,"0111033","tt0111033",5.8,316
"3012","Secret of Roan Inish, The",3,1994,8446,"0111112","tt0111112",7.4,9304
"3013","Sirens",3,1994,8460,"0111201","tt0111201",5.9,11016
"3014","Jenny&#39;s Wedding",3,1994,8494,"3289712","tt3289712",5.6,11418
"3015","Die gottliche Ordnung",3,1994,8592,"5818818","tt5818818",7,2849
"3016","Vive L&#39;Amour",0,1994,8735,"0109066","tt0109066",7.4,4253
"3017","Miracle on 34th Street",3,1994,8990,"0110527","tt0110527",6.6,38469
"3018","Clear and Present Danger",0,1994,9108,"0109444","tt0109444",6.9,101207
"3019","Next Karate Kid, The",3,1994,9406,"0110657","tt0110657",4.5,31523
"3020","Revenge of the Musketeers",3,1994,9525,"0109798","tt0109798",5.8,3401
"3021","Men of War",1,1994,9768,"0110490","tt0110490",5.6,4304
"3022","Pentathlon",0,1994,9772,"0110805","tt0110805",4.3,1931
"3023","Twilight Zone: Rod Serling&#39;s Lost Classics",2,1994,9780,"0111520","tt0111520",6.2,1173
"3024","Voll normaaal",1,1994,9811,"0111640","tt0111640",5.4,3444
"3025","Picture Bride",3,1994,9814,"0114129","tt0114129",6.6,1158
"3026","Renaissance Man",2,1994,10077,"0110971","tt0110971",6.2,18212
"3027","When a Man Loves a Woman",3,1994,10178,"0111693","tt0111693",6.5,22530
"3028","Usual Suspects, The",1,1995,54,"0114814","tt0114814",8.5,1084670
"3029","Se7en",1,1995,69,"0114369","tt0114369",8.6,1648351
"3030","Toy Story",1,1995,87,"0114709","tt0114709",8.3,993083
"3031","Hackers",2,1995,97,"0113243","tt0113243",6.2,70525
"3032","Casper",3,1995,106,"0112642","tt0112642",6.1,136657
"3033","Outbreak",3,1995,110,"0114069","tt0114069",6.6,131011
"3034","Die Hard: With a Vengeance",1,1995,147,"0112864","tt0112864",7.6,389347
"3035","Empire Records",3,1995,163,"0112950","tt0112950",6.7,56679
"3036","Billy Madison",1,1995,184,"0112508","tt0112508",6.3,146430
"3037","Braveheart",2,1995,205,"0112573","tt0112573",8.4,1037620
"3038","Pocahontas",3,1995,207,"0114148","tt0114148",6.7,189238
"3039","Sense and Sensibility",3,1995,267,"0114388","tt0114388",7.7,117427
"3040","Mimi wo sumaseba (Whisper of the Heart)",3,1995,287,"0113824","tt0113824",7.9,63685
"3041","Bridges of Madison County, The",3,1995,294,"0112579","tt0112579",7.6,82836
"3042","Mallrats",2,1995,489,"0113749","tt0113749",7,124000
"3043","Showgirls",3,1995,566,"0114436","tt0114436",5,69129
"3044","Tank Girl",3,1995,569,"0114614","tt0114614",5.3,32560
"3045","Cold Comfort Farm",3,1995,637,"0112701","tt0112701",7.2,7144
"3046","How to Make an American Quilt",3,1995,640,"0113347","tt0113347",6.3,11944
"3047","K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell)",0,1995,659,"0113568","tt0113568",7.9,144400
"3048","Strange Days",3,1995,675,"0114558","tt0114558",7.1,72674
"3049","Clueless",3,1995,749,"0112697","tt0112697",6.9,220997
"3050","Now and Then",3,1995,897,"0114011","tt0114011",6.8,30566
"3051","Circle of Friends",3,1995,905,"0112679","tt0112679",6.6,8793
"3052","When Night is Falling",3,1995,947,"0114916","tt0114916",6.5,7168
"3053","Mortal Kombat",1,1995,955,"0113855","tt0113855",5.8,119095
"3054","Welcome to the Dollhouse",3,1995,974,"0114906","tt0114906",7.4,35225
"3055","Antonia&#39;s Line",3,1995,982,"0112379","tt0112379",7.4,9092
"3056","Four rooms",3,1995,986,"0113101","tt0113101",6.7,105877
"3057","Batman Forever",1,1995,1024,"0112462","tt0112462",5.4,254755
"3058","Balto",2,1995,1031,"0112453","tt0112453",7.1,44578
"3059","While You Were Sleeping",3,1995,1032,"0114924","tt0114924",6.8,104987
"3060","Heat",2,1995,1037,"0113277","tt0113277",8.3,655240
"3061","Aladdin and the King of Thieves",1,1995,1065,"0115491","tt0115491",6.3,36106
"3062","Pride and Prejudice",3,1995,1563,"0112130","tt0112130",8.8,85588
"3063","French Kiss",2,1995,1132,"0113117","tt0113117",6.6,50763
"3064","A Goofy Movie",2,1995,1160,"0113198","tt0113198",6.9,56139
"3065","Gold Diggers: The Secret of Bear Mountain",3,1995,1433,"0113188","tt0113188",6,4656
"3066","A little princess",3,1995,1435,"0113670","tt0113670",7.6,35116
"3067","Sabrina",3,1995,1643,"0114319","tt0114319",6.3,41809
"3068","Apollo 13",3,1995,2060,"0112384","tt0112384",7.7,297077
"3069","Boys on the Side",3,1995,2071,"0112571","tt0112571",6.4,13325
"3070","Copycat",3,1995,2100,"0112722","tt0112722",6.6,60744
"3071","To Wong Foo, Thanks for Everything! Julie Newmar",3,1995,2163,"0114682","tt0114682",6.6,32851
"3072","Casino",2,1995,2220,"0112641","tt0112641",8.2,521294
"3073","Dangerous Minds",3,1995,2882,"0112792","tt0112792",6.5,53784
"3074","Waterworld",2,1995,2303,"0114898","tt0114898",6.2,198158
"3075","Safe",3,1995,2366,"0114323","tt0114323",7.1,15373
"3076","Dolores Claiborne",3,1995,2394,"0109642","tt0109642",7.4,44697
"3077","Butterfly Kiss",3,1995,2422,"0112604","tt0112604",6.3,2004
"3078","Canadian Bacon",1,1995,2573,"0109370","tt0109370",5.9,17299
"3079","Addiction, The",3,1995,2684,"0112288","tt0112288",6.4,10499
"3080","Celluloid Closet, The",3,1995,2690,"0112651","tt0112651",7.8,7127
"3081","Rumble in the Bronx (Hung fan kui)",1,1995,2835,"0113326","tt0113326",6.7,43033
"3082","Twelve Monkeys",1,1995,2864,"0114746","tt0114746",8,619637
"3083","Net, The",3,1995,2914,"0113957","tt0113957",5.9,68919
"3084","Incredibly True Adventures of Two Girls in Love, The",3,1995,2931,"0113416","tt0113416",6.6,4818
"3085","Serving in Silence",3,1995,3027,"0114395","tt0114395",7,1147
"3086","Baby-Sitters Club, The",3,1995,3090,"0112435","tt0112435",5.7,5891
"3087","Persuasion",3,1995,3142,"0114117","tt0114117",7.6,10812
"3088","Pebble and the Penguin, The",2,1995,3267,"0114108","tt0114108",5.5,5199
"3089","Fallen Angels",1,1995,3298,"0112913","tt0112913",7.6,41207
"3090","Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",3,1995,3332,"0112513","tt0112513",7.4,1667
"3091","Mighty Morphin Power Rangers: The Movie",3,1995,3370,"0113820","tt0113820",5.2,28089
"3092","American President, The",3,1995,3684,"0112346","tt0112346",6.8,58148
"3093","Jumanji",3,1995,3801,"0113497","tt0113497",7,348255
"3094","La Haine",0,1995,3877,"0113247","tt0113247",8.1,175141
"3095","Before Sunrise",0,1995,4020,"0112471","tt0112471",8.1,309588
"3096","Species",3,1995,4169,"0114508","tt0114508",5.8,81236
"3097","Quick and the Dead, The",3,1995,4247,"0114214","tt0114214",6.5,95659
"3098","Assassins",1,1995,4640,"0112401","tt0112401",6.3,84348
"3099","Maborosi",3,1995,4678,"0113725","tt0113725",7.5,6450
"3100","Underground",1,1995,4749,"0114787","tt0114787",8.1,58874
"3101","Langoliers, The",3,1995,4791,"0112040","tt0112040",6.1,30345
"3102","Congo",0,1995,4902,"0112715","tt0112715",5.2,46291
"3103","Home for the holidays",3,1995,4904,"0113321","tt0113321",6.5,13648
"3104","Dracula: Dead and Loving It",3,1995,5084,"0112896","tt0112896",5.8,42487
"3105","Ringu Kanzenban",1,1995,5199,"0235133","tt0235133",6.3,461
"3106","Devil in a Blue Dress",1,1995,5317,"0112857","tt0112857",6.7,21144
"3107","City of Lost Children, The",3,1995,5596,"0112682","tt0112682",7.5,69212
"3108","Dragon Ball Z: Wrath of the Dragon",2,1995,5655,"0142243","tt0142243",7.5,8950
"3109","Ace Ventura: When Nature Calls",0,1995,5710,"0112281","tt0112281",6.4,219708
"3110","Dilwale Dulhania Le Jayenge",3,1995,5728,"0112870","tt0112870",8,70453
"3111","Kids",3,1995,5771,"0113540","tt0113540",7,79726
"3112","Dead Presidents",3,1995,5812,"0112819","tt0112819",6.9,22835
"3113","First Knight",2,1995,5816,"0113071","tt0113071",6,74416
"3114","Higher Learning",3,1995,5823,"0113305","tt0113305",6.5,20348
"3115","GoldenEye",3,1995,6251,"0113189","tt0113189",7.2,258945
"3116","Othello",2,1995,6544,"0114057","tt0114057",6.9,9789
"3117","Desperado",1,1995,6625,"0112851","tt0112851",7.1,187571
"3118","Party Girl",3,1995,6912,"0114095","tt0114095",6.5,5137
"3119","Nadie hablara de nosotras cuando hayamos muerto",3,1995,7073,"0113918","tt0113918",6.9,2071
"3120","Babe",3,1995,7364,"0112431","tt0112431",6.9,126913
"3121","El dia de la bestia",3,1995,7388,"0112922","tt0112922",7.3,22066
"3122","Village of the Damned",3,1995,7547,"0114852","tt0114852",5.6,32501
"3123","Grim",3,1995,7566,"0113221","tt0113221",2.3,1128
"3124","Catnapped! The Movie",3,1995,7568,"0114689","tt0114689",6.8,176
"3125","Nick of Time",3,1995,7651,"0113972","tt0113972",6.3,43286
"3126","Land and Freedom",1,1995,7663,"0114671","tt0114671",7.5,11447
"3127","La flor de mi secreto",3,1995,7702,"0113083","tt0113083",7,12059
"3128","Friday",2,1995,7791,"0113118","tt0113118",7.2,115246
"3129","Tommy Boy",3,1995,7805,"0114694","tt0114694",7.1,89274
"3130","Judge Dredd",3,1995,7892,"0113492","tt0113492",5.6,119341
