"Combined","YearOfLaunch","Segment","Trim_Count","AVG_MSRP_CAD","MSRP_Range_CAD","StdDev_MSRP_CAD","Error.MSRP_CAD"
"2008 INFINITI FX45",2007,"Compact SUV/Crossover",1,65015,0,NA,NA
"2008 INFINITI G35",2007,"Mid-Size Car",4,44615,8400,3670.60394667326,1835.30197333663
"2008 INFINITI G37",2007,"Mid-Size Car",3,49148.3333333333,2600,1501.11069989303,866.666666666667
"2008 INFINITI M35",2007,"Mid-Size Car",3,51848.3333333333,3800,2112.66025033211,1219.74496423547
"2008 INFINITI M45",2007,"Mid-Size Car",2,67115,200,141.42135623731,100
"2008 INFINITI QX56",2007,"Full-Size SUV/Crossover",2,82615,0,0,0
"2008 Isuzu NPR",2007,NA,260,50169.2307692308,24300,3655.48477005019,226.703541624035
"2008 Isuzu NQR",2007,NA,141,57090.1773049645,11000,3066.27172471178,258.226662347798
"2008 Isuzu NRR",2007,NA,114,56534.298245614,10200,1775.19173552408,166.261939232894
"2008 Jaguar S-TYPE",2007,"Mid-Size Car",3,74548.3333333333,24400,12213.6535620319,7051.55617182792
"2008 Jaguar X-TYPE",2007,"Compact Car",2,47015,4000,2828.42712474619,2000
"2008 Jaguar XJ",2007,"Full-Size Car",4,94665,29500,12598.5448895233,6299.27244476164
"2008 Jaguar XK",2007,"Mid-Size Car",4,101590,18700,7902.90031148903,3951.45015574451
"2008 Jeep Commander",2007,"Full-Size SUV/Crossover",4,49415,11900,6270.03455599196,3135.01727799598
"2008 Jeep Compass",2007,"Subcompact SUV/Crossover",9,21892.7777777778,8400,2976.48189049496,992.160630164986
"2008 Jeep Grand Cherokee",2007,"Mid-Size SUV/Crossover",9,50703.8888888889,16700,6213.38161640754,2071.12720546918
"2008 Jeep Liberty",2007,"Compact SUV/Crossover",3,29781.6666666667,5100,2683.90263112009,1549.55190655593
"2008 Jeep Patriot",2007,"Subcompact SUV/Crossover",11,21642.2727272727,9500,3382.03811601552,1019.72285977309
"2008 Jeep Wrangler",2007,"Compact SUV/Crossover",12,27915,12800,3899.41720587251,1125.66478674657
"2008 Kia Amanti",2007,"Mid-Size Car",2,37265,100,70.7106781186548,50
"2008 Kia Magentis",2007,"Mid-Size Car",6,24798.3333333333,6100,2215.77676372568,904.587075840562
"2008 Kia Rio",2007,"Subcompact Car",10,16025,5800,1853.7949065513,586.221421952111
"2008 Kia Rondo",2007,"Minivan",7,23186.4285714286,6100,1882.12139682353,711.375021889796
"2008 Kia Sedona",2007,"Minivan",4,33890,8500,3565.92671452083,1782.96335726042
"2008 Kia Sorento",2007,"Mid-Size SUV/Crossover",6,35731.6666666667,6500,2886.11619077726,1178.25200096489
"2008 Kia Spectra",2007,"Compact Car",5,18275,4500,1771.44009212844,792.212092813534
"2008 Kia Spectra5",2007,"Compact Car",6,19415,5900,2203.63336333429,899.629553390357
"2008 Kia Sportage",2007,"Compact SUV/Crossover",7,26286.4285714286,9200,3133.0040353811,1184.1642191686
"2008 Land Rover LR2",2007,"Compact SUV/Crossover",2,46915,0,0,0
"2008 Land Rover LR3",2007,"Mid-Size SUV/Crossover",3,60681.6666666667,10300,5192.62297238432,2997.96227090632
"2008 Land Rover Range Rover",2007,"Mid-Size SUV/Crossover",2,103865,17900,12657.2113832392,8950
"2008 Land Rover Range Rover Sport",2007,"Mid-Size SUV/Crossover",3,87781.6666666667,28600,14301.8646802902,8257.18542307917
"2008 Lexus ES",2007,"Compact Car",1,39915,0,NA,NA
"2008 Lexus GS",2007,"Mid-Size Car",4,62615,20100,9356.28131257285,4678.14065628643
"2008 Lexus GX",2007,"Mid-Size SUV/Crossover",1,66815,0,NA,NA
"2008 Lexus IS",2007,"Compact Car",4,36640,11500,5109.71297302174,2554.85648651087
"2008 Lexus IS F",2007,"Compact Car",1,64415,0,NA,NA
"2008 Lexus LS",2007,"Full-Size Car",3,95515,39300,20983.5649973974,12114.8668998054
"2008 Lexus LX",2007,"Full-Size SUV/Crossover",1,84615,0,NA,NA
"2008 Lexus RX",2007,"Compact SUV/Crossover",2,52665,2100,1484.92424049175,1050
"2008 Lexus SC 430",2007,"Compact Car",1,78215,0,NA,NA
"2008 Lincoln Mark LT",2007,"LD Full-Size Pickup",2,55415,0,0,0
"2008 Lincoln MKX",2007,"Compact SUV/Crossover",2,44315,2000,1414.2135623731,1000
"2008 Lincoln MKZ",2007,"Mid-Size Car",2,40515,2000,1414.2135623731,1000
"2008 Lincoln Navigator",2007,"Full-Size SUV/Crossover",1,75315,0,NA,NA
"2008 Lincoln Navigator",2007,NA,1,66915,0,NA,NA
"2008 Lincoln Navigator L",2007,"Full-Size SUV/Crossover",1,78315,0,NA,NA
"2008 Lincoln Town Car",2007,"Full-Size Car",3,62748.3333333333,7000,3619.85266735172,2089.9229119223
"2008 Lincoln Town Car",2007,NA,1,58115,0,NA,NA
"2008 Mazda B-Series",2007,"Mid-Size Pickup",7,19957.8571428571,8800,3455.8439118191,1306.18622293285
"2008 Mazda CX-7",2007,"Mid-Size SUV/Crossover",4,34715,5200,2178.68461844909,1089.34230922455
"2008 Mazda CX-9",2007,"Mid-Size SUV/Crossover",4,44390,8700,4056.57901849987,2028.28950924993
"2008 Mazda Mazda3",2007,"Compact Car",24,22102.5,14500,3742.27465122716,763.888614404869
"2008 Mazda Mazda5",2007,"Minivan",4,23365,5100,2395.13395589196,1197.56697794598
"2008 Mazda Mazda6",2007,"Mid-Size Car",16,30065,10600,3305.14750049071,826.286875122678
"2008 Mazda MX-5",2007,"Subcompact Car",6,32815,9300,3705.67132919259,1512.83398516383
"2008 Mazda RX-8",2007,"Compact Car",5,39555,4800,2146.6252583998,960
"2008 Mazda Tribute",2007,"Compact SUV/Crossover",8,27327.5,8700,2764.79784846146,977.503653628539
"2008 Mercedes-Benz B-Class",2007,"Subcompact Car",4,32665,5500,2466.44143115812,1233.22071557906
"2008 Mercedes-Benz C-Class",2007,"Compact Car",8,42365,14300,4996.57025225447,1766.55435402206
"2008 Mercedes-Benz CL-Class",2007,"Full-Size Car",4,180115,107600,45748.6611825964,22874.3305912982
"2008 Mercedes-Benz CLK-Class",2007,"Compact Car",5,87975,52800,20262.8477761641,9061.82100904669
"2008 Mercedes-Benz CLS-Class",2007,"Mid-Size Car",2,111615,36800,26021.5295476649,18400
"2008 Mercedes-Benz E-Class",2007,"Mid-Size Car",6,82531.6666666667,57300,21166.4278201747,8641.15797281308
"2008 Mercedes-Benz G-Class",2007,"Full-Size SUV/Crossover",2,136215,40600,28708.5353161738,20300
"2008 Mercedes-Benz GL-Class",2007,"Full-Size SUV/Crossover",3,82681.6666666667,21500,10774.197572596,6220.48586884051
"2008 Mercedes-Benz M-Class",2007,"Mid-Size SUV/Crossover",4,74690,41600,19283.9095275483,9641.95476377413
"2008 Mercedes-Benz R-Class",2007,"Mid-Size Car",3,69248.3333333333,15700,8663.90981793632,5002.11066562018
"2008 Mercedes-Benz S-Class",2007,"Full-Size Car",5,160215,123500,49792.8207676569,22268.0264055888
"2008 Mercedes-Benz SL-Class",2007,"Sports Car",4,187640,116000,47797.0971921936,23898.5485960968
"2008 Mercedes-Benz SLK-Class",2007,"Sports Car",5,69115,27000,10813.1863943983,4835.80396625008
"2008 Mercury Grand Marquis",2007,"Full-Size Car",1,43815,0,NA,NA
"2008 MINI Cooper Clubman",2007,"Subcompact Car",4,29665,6500,3053.41339050796,1526.70669525398
"2008 MINI Cooper Convertible",2007,"Subcompact Car",4,34690,6400,3018.1396035748,1509.0698017874
"2008 MINI Cooper Hardtop",2007,"Subcompact Car",6,26448.3333333333,8500,3363.13345953839,1372.99348545837
"2008 Mitsubishi Eclipse",2007,"Compact Car",8,33290,12500,4472.37552729451,1581.22353168135
"2008 Mitsubishi Endeavor",2007,"Mid-Size SUV/Crossover",3,39748.3333333333,7300,3655.58932777375,2110.5554824369
"2008 Mitsubishi Lancer",2007,"Compact Car",8,20765,6200,1904.13084784483,673.211917388786
"2008 Mitsubishi Lancer Evolution",2007,"Compact Car",2,44815,6000,4242.64068711928,3000
"2008 Mitsubishi Outlander",2007,"Mid-Size SUV/Crossover",5,29035,8700,3247.6145091436,1452.37736143194
"2008 Nissan 350Z",2007,"Sports Car",8,54915,6700,3086.37559051297,1091.19855467018
"2008 Nissan Altima",2007,"Mid-Size Car",10,29585,9500,3000.01851846136,948.689154102181
"2008 Nissan Armada",2007,"Full-Size SUV/Crossover",1,66315,0,NA,NA
"2008 Nissan Frontier",2007,"Mid-Size Pickup",12,32331.6666666667,16000,4928.36563972154,1422.69661437907
"2008 Nissan Maxima",2007,"Full-Size Car",2,39265,4500,3181.98051533946,2250
"2008 Nissan Pathfinder",2007,"Mid-Size SUV/Crossover",3,44215,13000,6582.55269633294,3800.43857118272
"2008 Nissan Quest",2007,"Minivan",3,39015,14400,7332.12111192934,4233.20209770335
"2008 Nissan Rogue",2007,"Compact SUV/Crossover",4,27515,4600,1893.84969484557,946.924847422786
"2008 Nissan Sentra",2007,"Compact Car",7,20915,7500,2935.41592737156,1109.48293405189
"2008 Nissan Titan",2007,"LD Full-Size Pickup",17,43197.3529411765,18000,4968.8071121394,1205.11273862771
"2008 Nissan Versa",2007,"Subcompact Car",8,16790,4500,1707.75541908921,603.782718723028
"2008 Nissan Xterra",2007,"Mid-Size SUV/Crossover",5,36795,3700,1592.7962832704,712.320152740325
"2008 Pontiac G5",2007,"Compact Car",16,19827.5,8500,2838.04510182626,709.511275456564
"2008 Pontiac G6",2007,"Mid-Size Car",9,30726.1111111111,15100,5929.469715844,1976.48990528133
"2008 Pontiac Grand Prix",2007,"Full-Size Car",2,31515,10600,7495.3318805774,5300
"2008 Pontiac Montana",2007,"Minivan",12,28398.3333333333,7400,2446.82849766176,706.338545892932
"2008 Pontiac Solstice",2007,"Sports Car",4,32390,9400,4760.51467805741,2380.2573390287
"2008 Pontiac Torrent",2007,"Compact SUV/Crossover",6,31898.3333333333,8800,3108.32216262515,1268.96720910265
"2008 Pontiac Vibe",2007,"Subcompact Car",2,19815,1200,848.528137423857,600
"2008 Pontiac Wave",2007,"Subcompact Car",8,14765,3500,1439.24583425785,508.850244599107
"2008 Porsche 718 Boxster",2007,"Sports Car",8,67590,19000,6993.61954110418,2472.61790127676
"2008 Porsche 718 Cayman",2007,"Sports Car",4,71015,15000,7058.8006535577,3529.40032677885
"2008 Porsche 911",2007,"Sports Car",26,123226.538461538,81200,22718.5444414571,4455.47313182364
"2008 Porsche Cayenne",2007,"Mid-Size SUV/Crossover",3,82315,55900,29286.6863950157,16908.6762738345
"2008 Saab 44807",2007,"Compact Car",20,48995,24500,7686.52957075592,1718.76026312725
"2008 Saab 44809",2007,"Mid-Size Car",4,45465,3100,1266.22799421484,633.113997107419
"2008 Saab 9-7X",2007,"Mid-Size SUV/Crossover",3,52381.6666666667,5700,2874.60142164672,1659.65190460061
"2008 Saturn Astra",2007,"Subcompact Car",6,20498.3333333333,4600,1673.81799090184,683.333333333333
"2008 Saturn Aura",2007,"Compact Car",4,27540,7100,2920.47370586805,1460.23685293403
"2008 Saturn Outlook",2007,"Mid-Size SUV/Crossover",4,37990,6900,2846.48906549806,1423.24453274903
"2008 Saturn Sky",2007,"Sports Car",6,38265,9500,3795.65541112467,1549.56983278156
"2008 Saturn VUE",2007,"Compact SUV/Crossover",7,32715,11600,3811.38644939957,1440.56867078182
"2008 smart fortwo",2007,"Subcompact Car",3,18215,6300,3151.19025131775,1819.34053986603
"2008 Subaru Forester",2007,"Compact SUV/Crossover",10,32595,12000,4197.30071990718,1327.30302995711
"2008 Subaru Impreza",2007,"Compact Car",14,29386.4285714286,24300,8361.1214348526,2234.6036984593
"2008 Subaru Legacy",2007,"Mid-Size Car",14,34386.4285714286,18000,6608.66896542,1766.24107508625
"2008 Subaru Outback",2007,"Mid-Size Car",9,38137.2222222222,15000,5495.17465095009,1831.72488365003
"2008 Subaru Tribeca",2007,"Compact SUV/Crossover",3,46581.6666666667,10500,5381.75931581238,3107.16018969805
"2008 Suzuki Grand Vitara",2007,"Subcompact SUV/Crossover",6,28081.6666666667,5100,1902.27933455281,776.602286315918
"2008 Suzuki Swift+",2007,"Subcompact Car",6,15731.6666666667,3400,1192.33664150133,486.769395550341
"2008 Suzuki SX4",2007,"Subcompact Car",12,19815,6600,2114.45243287928,610.389840655755
"2008 Toyota 4Runner",2007,"Mid-Size SUV/Crossover",3,45715,12000,6295.23629421486,3634.55636907725
"2008 Toyota Avalon",2007,"Full-Size Car",1,39815,0,NA,NA
"2008 Toyota Camry",2007,"Mid-Size Car",6,29981.6666666667,11600,4294.49259711397,1753.21926118149
"2008 Toyota Camry Hybrid",2007,"Mid-Size Car",1,32015,0,NA,NA
"2008 Toyota Camry Solara",2007,"Mid-Size Car",2,38465,2900,2050.60966544099,1450
"2008 Toyota Corolla",2007,"Compact Car",5,19575,6400,3023.73940676111,1352.25737195254
"2008 Toyota FJ Cruiser",2007,"Full-Size SUV/Crossover",2,30215,1000,707.106781186548,500
"2008 Toyota Highlander",2007,"Mid-Size SUV/Crossover",4,39715,10300,4574.56737480897,2287.28368740449
"2008 Toyota Highlander Hybrid",2007,"Mid-Size SUV/Crossover",2,47665,13100,9263.09883354377,6550
"2008 Toyota Matrix",2007,"Compact Car",4,19865,5300,2548.85595251412,1274.42797625706
"2008 Toyota Prius",2007,"Compact Car",1,27615,0,NA,NA
"2008 Toyota RAV4",2007,"Compact SUV/Crossover",6,29498.3333333333,6300,2090.3747670374,853.391925071815
"2008 Toyota Sequoia",2007,"Full-Size SUV/Crossover",3,52948.3333333333,15200,7678.75858022202,4433.33333333333
"2008 Toyota Sienna",2007,"Minivan",8,36790,19900,6316.58813872534,2233.2511534276
"2008 Toyota Tacoma",2007,"Mid-Size Pickup",7,27386.4285714286,11600,4669.30197699624,1764.83026105633
"2008 Toyota Tundra",2007,"LD Full-Size Pickup",17,34932.6470588235,26400,7743.08040237521,1877.97284509665
"2008 Toyota Yaris",2007,"Subcompact Car",10,16015,6100,2328.08934536456,736.206492772238
"2008 Volkswagen Beetle",2007,"Compact Car",4,25215,6400,2997.77695412228,1498.88847706114
"2008 Volkswagen Eos",2007,"Compact Car",2,36715,1400,989.949493661167,700
"2008 Volkswagen Golf",2007,"Compact Car",2,16015,1400,989.949493661167,700
"2008 Volkswagen Golf GTI",2007,"Compact Car",8,29215,2400,919.627253681776,325.137333621173
"2008 Volkswagen Jetta",2007,"Compact Car",6,26381.6666666667,6900,2941.88148412995,1201.01808664335
"2008 Volkswagen Jetta City",2007,"Compact Car",2,17615,1400,989.949493661167,700
"2008 Volkswagen Jetta GLI",2007,"Compact Car",4,30715,1400,808.290376865476,404.145188432738
"2008 Volkswagen Passat",2007,"Mid-Size Car",18,31731.6666666667,17200,4693.70667521322,1106.31727298128
"2008 Volkswagen Rabbit",2007,"Compact Car",4,21215,2400,993.310961716756,496.655480858378
"2008 Volkswagen Touareg",2007,"Mid-Size SUV/Crossover",2,53015,16000,11313.7084989848,8000
"2008 Volvo C30",2007,"Subcompact Car",8,31265,7500,2659.21578128375,940.174755792013
"2008 Volvo C70",2007,"Compact Car",2,57565,1500,1060.66017177982,750
"2008 Volvo S40",2007,"Compact Car",8,36265,10000,3732.10013646089,1319.49665727937
"2008 Volvo S60",2007,"Compact Car",5,45415,8500,3595.13560244951,1607.79351908135
"2008 Volvo S80",2007,"Mid-Size Car",2,60015,10000,7071.06781186548,5000
"2008 Volvo V50",2007,"Compact Car",8,37765,10000,3732.10013646089,1319.49665727937
"2008 Volvo V70",2007,"Compact Car",2,42765,1500,1060.66017177982,750
"2008 Volvo XC70",2007,"Mid-Size Car",2,47265,1500,1060.66017177982,750
"2008 Volvo XC90",2007,"Mid-Size SUV/Crossover",9,61537.2222222222,20500,7519.60400848638,2506.53466949546
"2009 Acura CSX",2008,"Compact Car",5,30015,6400,2506.99022734433,1121.16011345392
"2009 Acura MDX",2008,"Mid-Size SUV/Crossover",3,57881.6666666667,9600,4808.67272054705,2776.28848965265
"2009 Acura RDX",2008,"Compact SUV/Crossover",2,43265,3700,2616.29509039023,1850
"2009 Acura RL",2008,"Full-Size Car",2,66715,5600,3959.79797464467,2800
"2009 Acura TL",2008,"Mid-Size Car",4,44015,8000,3291.40294302192,1645.70147151096
"2009 Acura TSX",2008,"Mid-Size Car",6,36698.3333333333,7400,2822.35126564123,1152.22007928655
"2009 Audi A3",2008,"Subcompact Car",7,37800.7142857143,13200,4404.32687684455,1664.67908696692
"2009 Audi A4",2008,"Compact Car",11,48260.4545454545,26600,8019.02283777315,2417.82635801677
"2009 Audi A5",2008,"Compact Car",2,53465,1500,1060.66017177982,750
"2009 Audi A6",2008,"Mid-Size Car",6,64481.6666666667,23000,8148.04680071652,3326.42617701207
"2009 Audi A8",2008,"Full-Size Car",1,95815,0,NA,NA
"2009 Audi A8 L",2008,"Full-Size Car",2,134515,67400,47658.9970519733,33700
"2009 Audi Q5",2008,"Compact SUV/Crossover",2,46765,5100,3606.24458405139,2550
"2009 Audi Q7",2008,"Mid-Size SUV/Crossover",5,62835,21900,8456.77243397267,3781.98360652185
"2009 Audi R8",2008,"Sports Car",2,149565,11500,8131.7279836453,5750
"2009 Audi S4",2008,"Compact Car",2,77565,500,353.553390593274,250
"2009 Audi S5",2008,"Compact Car",2,67465,1500,1060.66017177982,750
"2009 Audi S6",2008,"Mid-Size Car",1,101315,0,NA,NA
"2009 Audi S8",2008,"Full-Size Car",1,129815,0,NA,NA
"2009 Audi TT",2008,"Sports Car",8,54890,14600,5254.58983039726,1857.77805071389
"2009 Audi TTS",2008,"Sports Car",2,60565,4300,3040.55915910215,2150
"2009 BMW 1 Series",2008,"Subcompact Car",10,40835,15000,4929.23252985019,1558.76019109205
"2009 BMW 3 Series",2008,"Compact Car",36,49245.5555555556,32400,7680.8414510928,1280.1402418488
"2009 BMW 5 Series",2008,"Mid-Size Car",10,66975,24200,9225.95372968141,2917.50273731186
"2009 BMW 6 Series",2008,"Mid-Size Car",4,100665,11000,6075.90871118606,3037.95435559303
"2009 BMW 7 Series",2008,"Full-Size Car",2,108815,8000,5656.85424949238,4000
"2009 BMW M3",2008,"Compact Car",6,76565,16900,6730.4531793929,2747.69600453422
"2009 BMW M5",2008,"Mid-Size Car",2,110915,2200,1555.6349186104,1100
"2009 BMW M6",2008,"Mid-Size Car",4,129865,11300,5405.24436697053,2702.62218348527
"2009 BMW X3",2008,"Compact SUV/Crossover",1,45215,0,NA,NA
"2009 BMW X5",2008,"Mid-Size SUV/Crossover",3,64248.3333333333,14300,7363.64945752671,4251.40499652109
"2009 BMW X6",2008,"Mid-Size SUV/Crossover",2,71915,16200,11455.1298552221,8100
"2009 BMW Z4",2008,"Sports Car",4,58740,10000,4825.88506562959,2412.94253281479
"2009 Buick Allure",2008,"Full-Size Car",3,32181.6666666667,12000,6368.93502348182,3677.10635025846
"2009 Buick Enclave",2008,"Mid-Size SUV/Crossover",4,47965,10300,4556.68007801001,2278.34003900501
"2009 Buick Lucerne",2008,"Full-Size Car",3,39148.3333333333,16000,8504.90054811538,4910.30662088541
"2009 Cadillac CTS",2008,"Mid-Size Car",6,44015,7300,2540.07873893704,1036.98280281465
"2009 Cadillac CTS-V",2008,"Mid-Size Car",2,69865,1700,1202.08152801713,850
"2009 Cadillac DTS",2008,"Full-Size Car",2,61865,12700,8980.25612106915,6350
"2009 Cadillac DTS",2008,NA,2,58265,2500,1767.76695296637,1250
"2009 Cadillac DTS Professional",2008,NA,1,55415,0,NA,NA
"2009 Cadillac Escalade",2008,"Full-Size SUV/Crossover",2,88915,10800,7636.75323681471,5400
"2009 Cadillac Escalade ESV",2008,"Full-Size SUV/Crossover",1,87215,0,NA,NA
"2009 Cadillac Escalade EXT",2008,"LD Full-Size Pickup",1,78515,0,NA,NA
"2009 Cadillac SRX",2008,"Mid-Size SUV/Crossover",4,55040,16500,8235.44170035827,4117.72085017914
"2009 Cadillac STS",2008,"Mid-Size Car",4,71315,29100,13049.9042142079,6524.95210710393
"2009 Cadillac STS-V",2008,"Mid-Size Car",1,105115,0,NA,NA
"2009 Cadillac XLR",2008,"Sports Car",1,103115,0,NA,NA
"2009 Cadillac XLR-V",2008,"Sports Car",1,118615,0,NA,NA
"2009 Chevrolet Avalanche",2008,"LD Full-Size Pickup",18,48703.8888888889,16300,4947.35685687631,1166.103194149
"2009 Chevrolet Aveo",2008,"Subcompact Car",8,15765,3900,1512.8025081191,534.856456043515
"2009 Chevrolet Cobalt",2008,"Compact Car",14,19886.4285714286,10100,3386.72262074858,905.139693634165
"2009 Chevrolet Colorado",2008,"Mid-Size Pickup",29,30039.1379310345,16900,4002.37921852328,743.223162496485
"2009 Chevrolet Colorado",2008,NA,2,27015,3800,2687.00576850888,1900
"2009 Chevrolet Corvette",2008,"Sports Car",6,84948.3333333333,61400,23205.9187852295,9473.77667271318
"2009 Chevrolet Equinox",2008,"Compact SUV/Crossover",6,31998.3333333333,8800,3108.32216262515,1268.96720910265
"2009 Chevrolet Express",2008,NA,9,36592.7777777778,12900,5329.81654885461,1776.60551628487
"2009 Chevrolet Express Cargo Van",2008,"Minivan",15,36575,13000,4436.66541447516,1145.54208419711
"2009 Chevrolet Express Passenger",2008,"Minivan",10,41675,6800,2213.19276662071,699.873004353091
"2009 Chevrolet HHR",2008,"Compact Car",16,24777.5,9900,3556.19178335477,889.047945838693
"2009 Chevrolet Impala",2008,"Full-Size Car",4,30490,10000,4404.07008724127,2202.03504362064
"2009 Chevrolet Impala",2008,NA,2,29915,400,282.842712474619,200
"2009 Chevrolet Malibu",2008,"Mid-Size Car",8,28390,10200,3411.22097956561,1206.04874338833
"2009 Chevrolet Silverado 1500",2008,"LD Full-Size Pickup",114,36391.3157894737,34200,6658.77958777054,623.651848435568
"2009 Chevrolet Silverado 2500HD",2008,"HD Full-Size Pickup",56,49854.2857142857,28900,6786.60923695073,906.898806520891
"2009 Chevrolet Silverado 3500",2008,NA,26,44826.5384615385,20300,5651.28848480252,1108.30885619039
"2009 Chevrolet Silverado 3500HD",2008,"HD Full-Size Pickup",28,51668.5714285714,24800,6404.42452052903,1210.32246941456
"2009 Chevrolet Suburban",2008,"Full-Size SUV/Crossover",19,55025.5263157895,24300,6457.88877926681,1481.54129354996
"2009 Chevrolet Tahoe",2008,"Full-Size SUV/Crossover",14,54007.8571428571,27100,10020.3995226441,2678.06442088053
