"Combined","YearOfLaunch","Segment","Trim_Count","AVG_MSRP_CAD","MSRP_Range_CAD","StdDev_MSRP_CAD","Error.MSRP_CAD"
"2014 Mercedes-Benz Sprinter Passenger Van",2013,"Minivan",4,51815,9000,3872.983,1936.492
"2014 MINI Cooper Clubman",2013,"Subcompact Car",6,31981.67,14700,6117.734,2497.554
"2014 MINI Cooper Convertible",2013,"Subcompact Car",6,36181.67,14700,6140.25,2506.746
"2014 MINI Cooper Countryman",2013,"Subcompact SUV/Crossover",6,32181.67,14300,5947.661,2428.122
"2014 MINI Cooper Coupe",2013,"Subcompact Car",8,30940,14700,5809.045,2053.807
"2014 MINI Cooper Hardtop",2013,"Subcompact Car",4,23965,5900,2720.907,1360.453
"2014 MINI Cooper Paceman",2013,"Subcompact Car",6,33415,14100,5853.888,2389.84
"2014 MINI Cooper Roadster",2013,"Subcompact Car",6,34748.33,12300,5055.954,2064.084
"2014 Mitsubishi i-MiEV",2013,"Subcompact Car",1,28015,0,NA,NA
"2014 Mitsubishi Lancer",2013,"Compact Car",13,22661.15,17400,4768.231,1322.469
"2014 Mitsubishi Lancer Evolution",2013,"Compact Car",2,47015,10000,7071.068,5000
"2014 Mitsubishi Mirage",2013,"Subcompact Car",4,14565,4100,1811.997,905.9985
"2014 Mitsubishi Outlander",2013,"Mid-Size SUV/Crossover",4,30265,10000,4349.329,2174.665
"2014 Mitsubishi RVR",2013,"Subcompact SUV/Crossover",5,24035,8500,3247.615,1452.377
"2014 Nissan 370Z",2013,"Sports Car",5,48375,16700,7000.214,3130.591
"2014 Nissan Altima",2013,"Mid-Size Car",5,27355,9300,3707.155,1657.89
"2014 Nissan Armada",2013,"Full-Size SUV/Crossover",1,61315,0,NA,NA
"2014 Nissan Frontier",2013,"Mid-Size Pickup",10,28755,16600,5358.731,1694.58
"2014 Nissan GT-R",2013,"Sports Car",2,111765,9700,6858.936,4850
"2014 Nissan JUKE",2013,"Subcompact SUV/Crossover",7,25200.71,9700,3784.366,1430.356
"2014 Nissan LEAF",2013,"Subcompact Car",3,35081.67,6800,3400.49,1963.274
"2014 Nissan Maxima",2013,"Full-Size Car",1,38715,0,NA,NA
"2014 Nissan Murano",2013,"Compact SUV/Crossover",4,39640,11100,4741.571,2370.786
"2014 Nissan NV Cargo",2013,"Minivan",13,36007.31,8700,2462.201,682.8918
"2014 Nissan NV Passenger",2013,"Minivan",5,40995,6200,2437.622,1090.138
"2014 Nissan NV200 Compact Cargo",2013,"Minivan",2,23315,1200,848.5281,600
"2014 Nissan Pathfinder",2013,"Mid-Size SUV/Crossover",8,38002.5,19700,6213.68,2196.868
"2014 Nissan Rogue",2013,"Compact SUV/Crossover",5,27295,7500,2957.533,1322.649
"2014 Nissan Sentra",2013,"Compact Car",6,19348.33,9100,3081.991,1258.217
"2014 Nissan Titan",2013,"LD Full-Size Pickup",9,43215,18100,5219.195,1739.732
"2014 Nissan Versa",2013,"Subcompact Car",4,15015,5300,2287.648,1143.824
"2014 Nissan Versa Note",2013,"Subcompact Car",6,15765,5000,1803.053,736.0933
"2014 Nissan Xterra",2013,"Mid-Size SUV/Crossover",3,35448.33,3400,1715.615,990.5105
"2014 Porsche 718 Boxster",2013,"Sports Car",4,66065,17100,8025.999,4013
"2014 Porsche 718 Cayman",2013,"Sports Car",4,68265,16700,7803.632,3901.816
"2014 Porsche 911",2013,"Sports Car",27,133478,125000,30400.25,5850.532
"2014 Porsche Cayenne",2013,"Mid-Size SUV/Crossover",10,87375,109100,33794.25,10686.68
"2014 Porsche Panamera",2013,"Full-Size Car",11,142778.6,139600,46820.04,14116.77
"2014 Ram 1500",2013,"LD Full-Size Pickup",140,43469.29,38200,8861.796,748.9584
"2014 Ram 1500",2013,NA,1,40215,0,NA,NA
"2014 Ram 2500",2013,"HD Full-Size Pickup",123,59734.51,41200,9663.72,871.3483
"2014 Ram 3500",2013,"HD Full-Size Pickup",148,63787.3,44200,10701.28,879.6398
"2014 Ram 3500",2013,NA,66,48354.39,28500,6225.997,766.3673
"2014 Ram 4500",2013,NA,84,54993.57,36800,7461.275,814.0918
"2014 Ram 5500",2013,NA,84,56879.29,36800,7401.492,807.569
"2014 Ram Cargo Van",2013,"Minivan",1,30315,0,NA,NA
"2014 Ram ProMaster",2013,NA,15,32681.67,10000,3419.83,882.9963
"2014 Ram ProMaster Cargo Van",2013,"Minivan",16,38815,13000,3932.768,983.1921
"2014 Scion FR-S",2013,"Sports Car",4,28240,3500,1510.794,755.3972
"2014 Scion iQ",2013,"Subcompact Car",1,17115,0,NA,NA
"2014 Scion tC",2013,"Compact Car",2,22015,1000,707.1068,500
"2014 Scion xB",2013,"Compact Car",2,19515,1000,707.1068,500
"2014 Scion xD",2013,"Subcompact Car",2,18265,900,636.3961,450
"2014 smart fortwo",2013,"Subcompact Car",5,20575,11000,4231.784,1892.512
"2014 smart fortwo electric drive",2013,"Subcompact Car",2,28515,3000,2121.32,1500
"2014 Subaru BRZ",2013,"Sports Car",4,28915,3200,1346.601,673.3003
"2014 Subaru Forester",2013,"Compact SUV/Crossover",11,31705.91,12000,3733.753,1125.769
"2014 Subaru Impreza",2013,"Compact Car",16,24240,9100,2787.95,696.9876
"2014 Subaru Legacy",2013,"Mid-Size Car",10,28885,12700,4098.794,1296.152
"2014 Subaru Outback",2013,"Mid-Size Car",10,33955,11500,4045.629,1279.34
"2014 Subaru Tribeca",2013,"Compact SUV/Crossover",3,42581.67,6500,3295.957,1902.922
"2014 Subaru WRX",2013,"Compact Car",8,37415,10100,3625.308,1281.74
"2014 Subaru XV Crosstrek",2013,"Subcompact SUV/Crossover",6,27331.67,5800,2138.613,873.0852
"2014 Subaru XV Crosstrek Hybrid",2013,"Subcompact SUV/Crossover",1,30015,0,NA,NA
"2014 Tesla Model S",2013,NA,2,15,0,0,0
"2014 Toyota 4Runner",2013,"Mid-Size SUV/Crossover",1,37915,0,NA,NA
"2014 Toyota Avalon",2013,"Full-Size Car",2,38465,2100,1484.924,1050
"2014 Toyota Camry",2013,"Mid-Size Car",5,28995,9800,3708.369,1658.433
"2014 Toyota Camry Hybrid",2013,"Mid-Size Car",3,28981.67,1800,1011.599,584.0472
"2014 Toyota Corolla",2013,"Compact Car",7,19400.71,6200,1919.573,725.5305
"2014 Toyota FJ Cruiser",2013,"Full-Size SUV/Crossover",2,34015,1000,707.1068,500
"2014 Toyota Highlander",2013,"Mid-Size SUV/Crossover",4,37740,13400,5995.762,2997.881
"2014 Toyota Highlander Hybrid",2013,"Mid-Size SUV/Crossover",3,47515,9000,4660.472,2690.725
"2014 Toyota Matrix",2013,"Compact Car",2,18415,1000,707.1068,500
"2014 Toyota Prius",2013,"Compact Car",1,26115,0,NA,NA
"2014 Toyota Prius c",2013,"Subcompact Car",2,21915,3000,2121.32,1500
"2014 Toyota Prius Plug-In",2013,"Compact Car",1,35715,0,NA,NA
"2014 Toyota Prius v",2013,"Compact Car",1,27515,0,NA,NA
"2014 Toyota RAV4",2013,"Compact SUV/Crossover",5,28335,9300,3614.139,1616.292
"2014 Toyota Sequoia",2013,"Full-Size SUV/Crossover",3,62448.33,14900,7484.874,4321.394
"2014 Toyota Sienna",2013,"Minivan",6,36181.67,12300,4439.219,1812.304
"2014 Toyota Tacoma",2013,"Mid-Size Pickup",9,28059.44,9000,3118.137,1039.379
"2014 Toyota Tundra",2013,"LD Full-Size Pickup",10,38905,27100,8685.166,2746.491
"2014 Toyota Venza",2013,"Mid-Size SUV/Crossover",4,30515,3600,1469.694,734.8469
"2014 Toyota Yaris",2013,"Subcompact Car",6,16681.67,6000,2502.532,1021.654
"2014 Volkswagen Beetle",2013,"Compact Car",20,28245,15600,4379.39,979.2613
"2014 Volkswagen CC",2013,"Mid-Size Car",5,41195,13600,5313.85,2376.426
"2014 Volkswagen Eos",2013,"Compact Car",2,43815,7600,5374.012,3800
"2014 Volkswagen Golf Wagon",2013,"Mid-Size Car",14,28272.14,9600,2768.147,739.8184
"2014 Volkswagen Jetta",2013,"Compact Car",18,24442.78,20300,5056.482,1191.824
"2014 Volkswagen Jetta GLI",2013,"Compact Car",4,30515,4400,1911.369,955.6847
"2014 Volkswagen Passat",2013,"Mid-Size Car",20,29045,11500,3580.517,800.628
"2014 Volkswagen Tiguan",2013,"Compact SUV/Crossover",6,30465,12400,4639.72,1894.158
"2014 Volkswagen Touareg",2013,"Mid-Size SUV/Crossover",6,58565,14300,5092.249,2078.902
"2014 Volvo S60",2013,"Compact Car",13,47122.69,16800,4723.604,1310.092
"2014 Volvo S80",2013,"Mid-Size Car",6,54181.67,12100,4502.296,1838.055
"2014 Volvo XC60",2013,"Compact SUV/Crossover",14,49136.43,19400,5388.475,1440.13
"2014 Volvo XC70",2013,"Mid-Size Car",7,48629.29,8900,3017.962,1140.682
"2014 Volvo XC90",2013,"Mid-Size SUV/Crossover",5,56455,10200,3861.735,1727.021
"2015 Acura ILX",2014,"Compact Car",5,31775,7300,2684.772,1200.666
"2015 Acura MDX",2014,"Mid-Size SUV/Crossover",4,57315,14000,5944.185,2972.092
"2015 Acura RDX",2014,"Compact SUV/Crossover",2,43215,3000,2121.32,1500
"2015 Acura RLX",2014,"Full-Size Car",4,59565,20000,8564.072,4282.036
"2015 Acura TLX",2014,"Mid-Size Car",7,41743.57,12500,4246.848,1605.158
"2015 Alfa Romeo 4C",2014,"Sports Car",3,73181.67,14000,7571.878,4371.626
"2015 Audi A3",2014,"Subcompact Car",11,39860.45,17300,5129.983,1546.748
"2015 Audi A4",2014,"Compact Car",14,43879.29,10700,3430.319,916.7913
"2015 Audi A4 allroad",2014,"Compact Car",3,50781.67,6400,3233.162,1866.667
"2015 Audi A5",2014,"Compact Car",8,52577.5,19800,6779.789,2397.017
"2015 Audi A6",2014,"Mid-Size Car",6,63798.33,16000,5653.111,2307.873
"2015 Audi A7",2014,"Full-Size Car",4,75915,7800,3383.292,1691.646
"2015 Audi A8",2014,"Full-Size Car",3,93048.33,17900,9194.745,5308.588
"2015 Audi A8 L",2014,"Full-Size Car",4,117665,76200,35046.87,17523.44
"2015 Audi Q3",2014,"Subcompact SUV/Crossover",4,38365,5100,2082.466,1041.233
"2015 Audi Q5",2014,"Compact SUV/Crossover",8,49552.5,14400,4691.615,1658.736
"2015 Audi Q7",2014,"Mid-Size SUV/Crossover",5,65955,16000,5960.537,2665.633
"2015 Audi R8",2014,"Sports Car",10,172005,65100,22278.16,7044.974
"2015 Audi RS 5",2014,"Compact Car",2,90665,13300,9404.52,6650
"2015 Audi RS 7",2014,"Full-Size Car",1,116015,0,NA,NA
"2015 Audi S3",2014,"Subcompact Car",2,47165,3500,2474.874,1750
"2015 Audi S4",2014,"Compact Car",8,57065,5600,1966.142,695.1362
"2015 Audi S5",2014,"Compact Car",6,64881.67,17700,6869.255,2804.362
"2015 Audi S6",2014,"Mid-Size Car",1,85615,0,NA,NA
"2015 Audi S7",2014,"Full-Size Car",1,92915,0,NA,NA
"2015 Audi S8",2014,"Full-Size Car",1,128915,0,NA,NA
"2015 Audi SQ5",2014,"Compact SUV/Crossover",2,59615,2200,1555.635,1100
"2015 Audi TT",2014,"Sports Car",4,53815,4400,1911.369,955.6847
"2015 Audi TTS",2014,"Sports Car",4,64215,6800,2871.701,1435.851
"2015 BMW 2 Series",2014,"Subcompact Car",10,45025,17500,5775.321,1826.317
"2015 BMW 3 Series",2014,"Compact Car",15,46661.67,22300,6678.416,1724.36
"2015 BMW 3 Series Gran Turismo",2014,"Compact Car",2,53015,8000,5656.854,4000
"2015 BMW 4 Series",2014,"Compact Car",16,54196.25,24200,7292.573,1823.143
"2015 BMW 5 Series",2014,"Mid-Size Car",6,66648.33,19900,7285.785,2974.409
"2015 BMW 5 Series Gran Turismo",2014,"Mid-Size Car",2,76915,10000,7071.068,5000
"2015 BMW 6 Series",2014,"Mid-Size Car",5,99255,22000,7795.063,3486.058
"2015 BMW 7 Series",2014,"Full-Size Car",8,130065,82500,29961.26,10592.91
"2015 BMW i3",2014,"Subcompact Car",2,47315,4000,2828.427,2000
"2015 BMW i8",2014,"Sports Car",1,150015,0,NA,NA
"2015 BMW M3",2014,"Compact Car",2,75965,3900,2757.716,1950
"2015 BMW M4",2014,"Compact Car",4,82165,14300,6412.748,3206.374
"2015 BMW M5",2014,"Mid-Size Car",2,101515,0,0,0
"2015 BMW M6",2014,"Mid-Size Car",6,127248.3,4000,1861.899,760.117
"2015 BMW X1",2014,"Subcompact SUV/Crossover",2,38515,3000,2121.32,1500
"2015 BMW X3",2014,"Compact SUV/Crossover",5,46395,6100,2875.239,1285.846
"2015 BMW X4",2014,"Compact SUV/Crossover",2,50665,8700,6151.829,4350
"2015 BMW X5",2014,"Mid-Size SUV/Crossover",3,70081.67,12200,6653.069,3841.151
"2015 BMW X5 M",2014,"Mid-Size SUV/Crossover",1,105915,0,NA,NA
"2015 BMW X6",2014,"Mid-Size SUV/Crossover",2,76065,14300,10111.63,7150
"2015 BMW X6 M",2014,"Mid-Size SUV/Crossover",1,108215,0,NA,NA
"2015 BMW Z4",2014,"Sports Car",4,63040,23600,10762.71,5381.353
"2015 Buick Enclave",2014,"Mid-Size SUV/Crossover",3,51615,7500,3774.917,2179.449
"2015 Buick Encore",2014,"Subcompact SUV/Crossover",6,31731.67,7000,2519.061,1028.402
"2015 Buick LaCrosse",2014,"Full-Size Car",8,39915,7300,2867.054,1013.657
"2015 Buick Regal",2014,"Mid-Size Car",10,37755,9900,3232.199,1022.111
"2015 Buick Verano",2014,"Compact Car",6,28615,8700,3659.508,1493.988
"2015 Cadillac ATS",2014,"Compact Car",38,47286.05,19400,5034.095,816.638
"2015 Cadillac CTS",2014,"Mid-Size Car",15,61221.67,27100,7172.812,1852.012
"2015 Cadillac ELR",2014,NA,1,15,0,NA,NA
"2015 Cadillac Escalade",2014,"Full-Size SUV/Crossover",4,91115,19400,8230.836,4115.418
"2015 Cadillac Escalade ESV",2014,"Full-Size SUV/Crossover",4,94515,19400,8230.836,4115.418
"2015 Cadillac SRX",2014,"Mid-Size SUV/Crossover",5,50675,15300,6208.301,2776.437
"2015 Cadillac XTS",2014,"Full-Size Car",10,60455,25000,8302.235,2625.397
"2015 Cadillac XTS",2014,NA,3,47748.33,800,416.3332,240.3701
"2015 Chevrolet Camaro",2014,"Sports Car",23,45941.09,48900,13037.44,2718.493
"2015 Chevrolet City Express",2014,"Minivan",2,26965,1900,1343.503,950
"2015 Chevrolet Colorado",2014,"Mid-Size Pickup",29,30128.79,16700,3936.797,731.0449
"2015 Chevrolet Corvette",2014,"Sports Car",36,81209.44,44600,12850.86,2141.81
"2015 Chevrolet Cruze",2014,"Compact Car",12,21540,11100,3235.071,933.8844
"2015 Chevrolet Equinox",2014,"Compact SUV/Crossover",12,32440,12700,3549.68,1024.704
"2015 Chevrolet Express",2014,NA,21,39657.86,16800,4969.766,1084.492
"2015 Chevrolet Express Cargo Van",2014,"Minivan",16,40483.75,13700,5043.11,1260.777
"2015 Chevrolet Express Passenger",2014,"Minivan",22,45751.36,15900,4625.452,986.1497
"2015 Chevrolet Impala",2014,"Full-Size Car",8,35827.5,15700,5997.008,2120.263
"2015 Chevrolet Malibu",2014,"Mid-Size Car",7,29257.86,9900,3890.954,1470.642
"2015 Chevrolet Silverado 1500",2014,"LD Full-Size Pickup",92,41229.13,33600,8031.197,837.3102
"2015 Chevrolet Silverado 2500HD",2014,"HD Full-Size Pickup",224,58988.66,42800,8268.98,552.4945
"2015 Chevrolet Silverado 3500",2014,NA,48,50927.5,25500,6869.44,991.5182
"2015 Chevrolet Silverado 3500HD",2014,"HD Full-Size Pickup",116,56429.66,39700,8293.216,770.0058
"2015 Chevrolet Sonic",2014,"Subcompact Car",18,19992.78,9400,2919.217,688.0661
"2015 Chevrolet Spark",2014,"Subcompact Car",6,16215,7100,2479.516,1012.258
"2015 Chevrolet Spark EV",2014,"Subcompact Car",2,32315,1800,1272.792,900
"2015 Chevrolet Suburban",2014,"Full-Size SUV/Crossover",7,60600.71,19200,6940.564,2623.287
"2015 Chevrolet Tahoe",2014,"Full-Size SUV/Crossover",7,57615,19300,6971.37,2634.93
"2015 Chevrolet Traverse",2014,"Mid-Size SUV/Crossover",7,40372.14,16600,5466.217,2066.036
"2015 Chevrolet Trax",2014,"Subcompact SUV/Crossover",8,25627.5,11500,4057.599,1434.578
"2015 Chevrolet Volt",2014,"Compact Car",1,38415,0,NA,NA
"2015 Chrysler 200",2014,"Mid-Size Car",9,28870.56,10900,3343.692,1114.564
"2015 Chrysler 300",2014,"Full-Size Car",11,43024.09,8200,2471.216,745.0997
"2015 Chrysler Town & Country",2014,"Minivan",5,46775,6000,2190.434,979.5918
"2015 Dodge Challenger",2014,"Sports Car",14,48257.86,42200,12332.12,3295.897
"2015 Dodge Charger",2014,"Sports Car",9,44048.33,36200,11205.02,3735.007
"2015 Dodge Charger",2014,NA,3,37381.67,4300,2159.475,1246.774
"2015 Dodge Dart",2014,"Compact Car",9,20848.33,7500,2500,833.3333
"2015 Dodge Durango",2014,"Full-Size SUV/Crossover",6,50348.33,15300,5561.535,2270.487
"2015 Dodge Durango",2014,NA,2,43065,2300,1626.346,1150
"2015 Dodge Grand Caravan",2014,"Minivan",6,36831.67,15000,5248.397,2142.649
"2015 Dodge Journey",2014,"Compact SUV/Crossover",9,30881.67,14900,5238.082,1746.027
"2015 Dodge Viper",2014,"Sports Car",4,102765,22000,9178.78,4589.39
"2015 FIAT 500",2014,"Subcompact Car",10,21825,10500,3182.05,1006.253
"2015 FIAT 500c",2014,"Subcompact Car",6,25731.67,10500,4108.244,1677.183
"2015 FIAT 500L",2014,"Compact Car",8,24740,7600,2466.2,871.9334
"2015 Ford C-Max Energi",2014,"Compact Car",1,35515,0,NA,NA
"2015 Ford C-Max Energi",2014,NA,1,35515,0,NA,NA
"2015 Ford C-Max Hybrid",2014,"Compact Car",2,27915,3800,2687.006,1900
"2015 Ford Econoline",2014,NA,24,33323.33,6700,1928.486,393.6505
"2015 Ford Edge",2014,"Mid-Size SUV/Crossover",13,37353.46,13200,3916.32,1086.192
"2015 Ford Escape",2014,"Compact SUV/Crossover",8,28527.5,10700,3516.669,1243.33
"2015 Ford Expedition",2014,"Full-Size SUV/Crossover",3,61081.67,16100,8775.154,5066.338
"2015 Ford Expedition",2014,NA,2,49315,2400,1697.056,1200
"2015 Ford Expedition Max",2014,"Full-Size SUV/Crossover",2,68615,2000,1414.214,1000
"2015 Ford Explorer",2014,"Mid-Size SUV/Crossover",8,38265,17300,5971.839,2111.364
"2015 Ford F-150",2014,"LD Full-Size Pickup",99,43372.58,43600,10114.51,1016.546
"2015 Ford Fiesta",2014,"Subcompact Car",13,18407.31,9600,2956.197,819.9016
"2015 Ford Fiesta",2014,NA,13,18638.08,9600,2830.24,784.9672
"2015 Ford Flex",2014,"Mid-Size SUV/Crossover",5,40995,20700,7753.838,3467.622
"2015 Ford Focus",2014,"Compact Car",13,22207.31,13500,3994.676,1107.924
"2015 Ford Focus",2014,NA,10,21735,9400,3615.03,1143.173
"2015 Ford Focus Electric",2014,"Compact Car",1,35415,0,NA,NA
"2015 Ford Fusion",2014,"Mid-Size Car",9,28148.33,12300,4189.869,1396.623
"2015 Ford Fusion Energi",2014,"Mid-Size Car",2,39515,2200,1555.635,1100
"2015 Ford Mustang",2014,"Sports Car",18,38376.11,29100,9020.704,2126.2
"2015 Ford Police Interceptor",2014,NA,4,31965,5600,2379.776,1189.888
"2015 Ford Super",2014,NA,107,3443.037,40500,10214.48,987.4711
"2015 Ford Super Duty F-250",2014,"HD Full-Size Pickup",68,56709.12,41200,10553.23,1279.767
"2015 Ford Super Duty F-350",2014,"HD Full-Size Pickup",68,58373.82,41200,10599.61,1285.391
"2015 Ford Super Duty F-350",2014,NA,32,52746.25,35600,9061.241,1601.816
"2015 Ford Super Duty F-350 DRW",2014,"HD Full-Size Pickup",38,58736.05,39400,10354.97,1679.799
"2015 Ford Super Duty F-350 DRW",2014,NA,40,52275,34800,8808.469,1392.741
"2015 Ford Super Duty F-450 DRW",2014,"HD Full-Size Pickup",5,74195,21700,9755.87,4362.958
"2015 Ford Super Duty F-450 DRW",2014,NA,72,54574.72,34400,8334.785,982.2638
"2015 Ford Super Duty F-550 DRW",2014,NA,72,56653.89,34600,8389.104,988.6653
"2015 Ford Taurus",2014,"Full-Size Car",7,37086.43,17500,6200.998,2343.757
"2015 Ford Transit Cargo Van",2014,"Minivan",114,40038.68,14800,3606.295,337.7605
"2015 Ford Transit Chassis Cab",2014,NA,28,37000.71,9300,2989.452,564.9534
"2015 Ford Transit Connect Van",2014,"Minivan",20,28965,2300,853.7841,190.9119
"2015 Ford Transit Connect Wagon",2014,"Minivan",5,31255,5200,2126.735,951.1046
"2015 Ford Transit Cutaway",2014,NA,26,36176.54,9300,2985.442,585.4933
"2015 Ford Transit Passenger Wagon",2014,"Minivan",54,46453.89,16300,4189.178,570.0749
"2015 Ford Utility",2014,NA,2,42715,3200,2262.742,1600
"2015 GMC Acadia",2014,"Mid-Size SUV/Crossover",8,44752.5,20500,6602.151,2334.213
"2015 GMC Canyon",2014,"Mid-Size Pickup",27,31818.7,19100,4838.029,931.0791
"2015 GMC Savana",2014,NA,20,39435,16800,4990.053,1115.81
"2015 GMC Savana Cargo Van",2014,"Minivan",17,40697.35,13700,4961.758,1203.403
"2015 GMC Savana Passenger",2014,"Minivan",22,45751.36,15900,4625.452,986.1497
"2015 GMC Sierra 1500",2014,"LD Full-Size Pickup",56,42172.14,37000,9235.994,1234.212
"2015 GMC Sierra 2500HD",2014,"HD Full-Size Pickup",168,56509.05,44900,8446.079,651.6291
"2015 GMC Sierra 3500",2014,NA,48,51283.75,26300,7021.946,1013.531
"2015 GMC Sierra 3500HD",2014,"HD Full-Size Pickup",140,57010,42900,8689.275,734.3778
"2015 GMC Terrain",2014,"Compact SUV/Crossover",14,35307.86,16000,4777.586,1276.864
"2015 GMC Yukon",2014,"Full-Size SUV/Crossover",5,62715,22800,8918.8,3988.609
"2015 GMC Yukon XL",2014,"Full-Size SUV/Crossover",5,65755,22700,8873.162,3968.199
"2015 Honda Accord",2014,"Mid-Size Car",15,30221.67,11600,3839.73,991.4139
"2015 Honda Accord Hybrid",2014,"Mid-Size Car",2,33065,6100,4313.351,3050
"2015 Honda Civic",2014,"Compact Car",13,22045.77,11100,3478.598,964.7894
"2015 Honda Civic Hybrid",2014,"Compact Car",1,27215,0,NA,NA
"2015 Honda CR-V",2014,"Compact SUV/Crossover",6,31115,10500,3804.734,1553.276
"2015 Honda CR-Z",2014,"Subcompact Car",4,24815,3800,1626.858,813.429
"2015 Honda Fit",2014,"Subcompact Car",7,19257.86,8100,2698.677,1020.004
"2015 Honda Odyssey",2014,"Minivan",7,38343.57,18000,6366.766,2406.412
"2015 Honda Pilot",2014,"Mid-Size SUV/Crossover",5,42135,13800,5402.962,2416.278
"2015 Hyundai Accent",2014,"Subcompact Car",12,16915,6300,2044.505,590.1977
"2015 Hyundai Elantra",2014,"Compact Car",7,20029.29,9800,3048.184,1152.105
"2015 Hyundai Elantra GT",2014,"Compact Car",7,22186.43,8400,2940.36,1111.351
"2015 Hyundai Equus",2014,"Full-Size Car",2,67465,7100,5020.458,3550
"2015 Hyundai Genesis",2014,"Mid-Size Car",9,42003.89,32500,10643.83,3547.943
"2015 Hyundai Santa Fe",2014,"Mid-Size SUV/Crossover",8,33927.5,12900,4772.971,1687.5
"2015 Hyundai Santa Fe XL",2014,"Mid-Size SUV/Crossover",7,39157.86,13300,5073.413,1917.57
"2015 Hyundai Sonata",2014,"Mid-Size Car",8,30327.5,10800,3920.436,1386.084
"2015 Hyundai Sonata Hybrid",2014,"Mid-Size Car",3,31248.33,6000,3035.347,1752.459
"2015 Hyundai Tucson",2014,"Compact SUV/Crossover",6,27148.33,12000,4238.239,1730.254
"2015 Hyundai Veloster",2014,"Subcompact Car",10,23475,9700,3690.288,1166.971
"2015 INFINITI Q50",2014,"Mid-Size Car",5,44715,12000,5552.027,2482.942
"2015 INFINITI Q60",2014,"Mid-Size Car",10,58595,18000,6105.517,1930.734
"2015 INFINITI Q70",2014,"Mid-Size Car",3,61315,7300,3874.274,2236.813
"2015 INFINITI Q70L",2014,"Mid-Size Car",1,68415,0,NA,NA
"2015 INFINITI QX50",2014,"Subcompact SUV/Crossover",1,35015,0,NA,NA
"2015 INFINITI QX60",2014,"Compact SUV/Crossover",3,48081.67,11500,6048.416,3492.054
"2015 INFINITI QX70",2014,"Compact SUV/Crossover",2,56865,6700,4737.615,3350
"2015 INFINITI QX80",2014,"Full-Size SUV/Crossover",3,80748.33,18100,10450.04,6033.333
"2015 Isuzu Commercial",2014,NA,8,80115,800,427.618,151.1858
"2015 Isuzu NPR",2014,NA,235,51987.77,20600,4861.899,317.1553
"2015 Isuzu NQR",2014,NA,81,58680.43,7000,2336.619,259.6244
"2015 Isuzu NRR",2014,NA,58,59289.14,6600,1419.484,186.3873
"2015 Jaguar F-TYPE",2014,"Sports Car",6,89081.67,37000,14148.03,5775.908
"2015 Jaguar XF",2014,"Mid-Size Car",7,71586.43,51000,18480.68,6985.042
"2015 Jaguar XJ",2014,"Full-Size Car",6,106348.3,33500,13083.07,5341.14
"2015 Jaguar XK",2014,"Mid-Size Car",4,127565,36900,17729.54,8864.771
"2015 Jeep Cherokee",2014,"Compact SUV/Crossover",18,31326.11,12200,3444.841,811.9568
"2015 Jeep Compass",2014,"Subcompact SUV/Crossover",14,26507.86,12400,4289.785,1146.493
"2015 Jeep Grand Cherokee",2014,"Mid-Size SUV/Crossover",10,59915,29200,9096.031,2876.418
"2015 Jeep Patriot",2014,"Subcompact SUV/Crossover",15,26275,20500,5436.228,1403.628
"2015 Jeep Renegade",2014,"Subcompact SUV/Crossover",10,26815,12000,3750.556,1186.03
"2015 Jeep Wrangler",2014,"Compact SUV/Crossover",15,36748.33,20100,5784.297,1493.499
"2015 Kia Cadenza",2014,"Mid-Size Car",2,41715,7400,5232.59,3700
"2015 Kia Forte",2014,"Compact Car",9,21192.78,10700,2945.241,981.747
"2015 Kia Forte Koup",2014,"Compact Car",6,24298.33,7500,2621.005,1070.021
"2015 Kia Forte5",2014,"Compact Car",8,23302.5,9300,2925.473,1034.311
"2015 Kia K900",2014,"Full-Size Car",3,60348.33,20000,10016.65,5783.117
"2015 Kia Optima",2014,"Mid-Size Car",9,29615,10100,3685.783,1228.594
"2015 Kia Optima Hybrid",2014,"Mid-Size Car",3,33515,6600,3304.542,1907.878
"2015 Kia Rio",2014,"Subcompact Car",17,18338.53,8700,2444.005,592.7583
"2015 Kia Rondo",2014,"Minivan",14,26650.71,11000,3094.563,827.0567
"2015 Kia Sedona",2014,"Minivan",7,35515,18500,6385.139,2413.356
"2015 Kia Sorento",2014,"Mid-Size SUV/Crossover",10,33595,15100,4899.841,1549.466
"2015 Kia Soul",2014,"Subcompact SUV/Crossover",8,21590,10300,3209.25,1134.641
"2015 Kia Soul EV",2014,"Subcompact SUV/Crossover",2,36515,3000,2121.32,1500
"2015 Kia Sportage",2014,"Compact SUV/Crossover",9,30848.33,15500,5237.366,1745.789
"2015 Land Rover Discovery Sport",2014,"Compact SUV/Crossover",3,46015,8500,4272.002,2466.441
"2015 Land Rover LR2",2014,"Compact SUV/Crossover",1,40015,0,NA,NA
"2015 Land Rover LR4",2014,"Mid-Size SUV/Crossover",1,60015,0,NA,NA
"2015 Land Rover Range Rover",2014,"Mid-Size SUV/Crossover",6,125281.7,56000,23661.5,9659.768
"2015 Land Rover Range Rover Evoque",2014,"Subcompact SUV/Crossover",10,58015,18000,6539.963,2068.118
"2015 Land Rover Range Rover Sport",2014,"Mid-Size SUV/Crossover",5,89815,29500,12013.53,5372.616
"2015 Lexus CT 200h",2014,"Subcompact Car",1,31315,0,NA,NA
